DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P6160	P8586	P6218	P8587	P8587S1	P6211	P5455	P1088	P1088S1	P6216	P5457	P5673	P5674	P6223	P1101	P5461	P5461S1	P5461S2	P5461S3	P4693	P6167	P6180	P6180S1	P6180S2	P8610	P8610S1	P8610S2	P6229	P6229S1	P8612	P8612S1	P8612S2	P6238	P8614	P8614S1	P8614S2	P6202	P781	P781S1	P781S2	P782	P783	LLAVEHOG	FEX_C
6000027	2	2	2	1	2	3	5	11		1																																				60000272	273.77427720977
6000027	3	2	3	1	1						2	4			1		2	1		2	2	2	4	10	1	0	4000	2					2				2				1	2				60000272	273.77427720977
6000027	4	2	4	2	1						1	1			1		2	4		2	2	2	4	5	1	0	4000	2					2				2				1	2				60000272	273.77427720977
6000028	1	1	1	2	2		1																																							60000281	140.309554866379
6000029	1	1	1	1	2		3	5																																						60000291	137.261081005396
6000029	2	1	2	1	2		5	11		1																																				60000291	137.261081005396
6000029	3	1	3	2	2	1	1																																		3					60000291	137.261081005396
6000030	1	1	1	2	2		1																																							60000301	343.489658902536
6000030	2	1	2	1	2		3	3																																						60000301	343.489658902536
6000030	3	1	3	1	1						3	7			1		2	2		2	2	2	4	15	2			2					2				2				1	1				60000301	343.489658902536
6000030	4	1	4	1	2	10	4	6																																	1	1				60000301	343.489658902536
6000030	5	1	5	1	2	3	5	11		1																																				60000301	343.489658902536
6000030	6	1	6	1	1						2	3			1		1	2		2	2	2	4	15	2			2					2				2				1	1				60000301	343.489658902536
6000030	7	1	7	1	2		3	2																																						60000301	343.489658902536
6000030	8	1	8	1	1						3	7			1		1	2		2	2	2	4	10	2			2					2				2				2		2	47	9	60000301	343.489658902536
6000031	1	1	1	1	2		4	7																																						60000311	97.8788764401037
6000031	2	1	2	1	2		4	9																																						60000311	97.8788764401037
6000031	3	1	3	1	2		4	9																																						60000311	97.8788764401037
6000031	4	1	4	1	1						4	11		1	1		2	2		2	2	2	4	10	2			2					2				2									60000311	97.8788764401037
6000032	1	1	1	1	2		9	3	3	5																																				60000321	1509.67559523903
6000032	2	1	2	1	1						7	1	0	5	1		1						4	15	2			2					2				2				1	1				60000321	1509.67559523903
6000032	3	1	3	1	1						3	7			1		1	1		2	2	2	4	10	2			2					2				2				1	1				60000321	1509.67559523903
6000033	1	1	1	1	2		13	1	6	1																																				60000331	1393.22888205779
6000033	2	1	2	1	1						8	1	5	1	1		1						3	10	2			2					2				2									60000331	1393.22888205779
6000033	3	1	3	1	1						3	6			1		1	1		1	1	2	1	20	2			2					2				2				1	2				60000331	1393.22888205779
6000034	1	1	1	1	2		11	5	5	1																																				60000341	901.189402466291
6000034	2	1	2	1	1						3	9			1		1	1		2	2	2	1	10	2			2					2				2				1	3				60000341	901.189402466291
6000034	3	1	3	1	2		3	5																																						60000341	901.189402466291
6000035	1	1	1	1	2		11	5	5	1																																				60000351	1041.98126324301
6000035	2	1	2	1	2		11	5	5	3																																				60000351	1041.98126324301
6000036	1	1	1	1	2		4	6																																						60000361	854.994353526318
6000036	2	1	2	1	1						3	6			1		1	2		2	2	2	4	6	2			2					2				2				1	4				60000361	854.994353526318
6000036	3	1	3	1	2	3	5	11		1																																				60000361	854.994353526318
6000036	4	1	4	1	2	10	4	8																																	1	1				60000361	854.994353526318
6000036	5	1	5	1	2	9	4	9																																						60000361	854.994353526318
6000037	1	1	1	1	2		5	11		1																																				60000371	399.24241311402
6000037	2	1	2	1	1						3	7			1		1	1		2	2	2	1	20	2			2					2				2				4					60000371	399.24241311402
6000039	1	1	1	1	2		7	2	2	4																																				60000391	442.206118403276
6000039	2	1	2	1	2		5	11		1																																				60000391	442.206118403276
6000039	3	1	3	1	1						3	7			1		1	1		2	2	2	3	30	2			2					2				2				4					60000391	442.206118403276
6000039	4	1	4	1	1						1	1			1		1	1		2	2	2	3	30	2			2					2				2				2		2	73	9	60000391	442.206118403276
6000042	1	1	1	1	2		3	5																																						60000421	2533.19378375486
6000042	2	1	2	1	2		4	9																																						60000421	2533.19378375486
6000042	3	1	3	1	2	9	8	3	3	2																																				60000421	2533.19378375486
6000042	4	1	4	1	1						6	2	2	3	1		1						3	20	2			2					2				1	1200000	1	4						60000421	2533.19378375486
6000043	1	1	1	1	2		3	5																																						60000431	2446.56883372698
6000043	2	1	2	1	1						5	1	4	5	1		1						3	20	2			2					2				2									60000431	2446.56883372698
6000043	3	1	3	1	1						7	1	1	5	2		1						1	20	2			1	400000	3	7		2				2									60000431	2446.56883372698
6000044	1	1	1	1	2		13	1	6	1																																				60000441	2886.80709162512
6000044	2	1	2	1	2		5	11		1																																				60000441	2886.80709162512
6000044	3	1	3	1	1						3	8			2	2	1	1		1	1	2	3	15	2			2					2				2				1	1				60000441	2886.80709162512
6000044	4	1	4	1	1						2	4			2	2	1	1		1	1	2	4	5	2			2					2				2				1	1				60000441	2886.80709162512
6000045	1	1	1	1	2		3	5																																						60000451	2409.22458228129
6000045	2	1	2	1	2		3	5																																						60000451	2409.22458228129
6000046	1	1	1	1	2	3	7	1	1	1																																				60000461	2732.11053676786
6000046	2	1	2	1	2	3	8	3	3	3																																				60000461	2732.11053676786
6000046	3	1	3	1	1						2	3			1		1	1		2	2	1	4	10	1	0	2500	2					2				2				2		2	60	4	60000461	2732.11053676786
6000047	1	1	1	1	2		4	8																																						60000471	2814.52958604635
6000047	2	1	2	1	2		3	5																																						60000471	2814.52958604635
6000047	3	1	3	1	1						7	3	3	1	2		1						3	5	2			2					2				2									60000471	2814.52958604635
6000047	4	1	4	1	1						7	2	2	1	1		1						1	25	2			2					2				2									60000471	2814.52958604635
6000047	5	1	5	1	1						2	4			2	2	1	1		1	1	1	1	10	2			2					2				2				1	3				60000471	2814.52958604635
6000047	6	1	6	1	1						7	5	8	1	2		1						1	5	2			2					2				2									60000471	2814.52958604635
6000047	7	1	7	1	1						7	4	4	1	2		1						3	45	2			1	500000	3	3	2	2				2									60000471	2814.52958604635
6000048	1	1	1	1	2		3	5																																						60000481	2119.93108914143
6000048	2	1	2	1	2	3	5	11		1																																				60000481	2119.93108914143
6000048	3	1	3	1	2		5	11		1																																				60000481	2119.93108914143
6000048	4	1	4	1	1						3	7			1		1	1		2	2	2	3	35	1	0	1800	2					2				2				2		2	22	7	60000481	2119.93108914143
6000048	1	2	1	1	2	3	5	11		1																																				60000482	2119.93108914143
6000048	2	2	2	1	2	3	10	3	3	3																																				60000482	2119.93108914143
6000049	1	1	1	1	2		3	3																																						60000491	1896.6395410426
6000049	2	1	2	1	2		3	3																																						60000491	1896.6395410426
6000050	1	1	1	1	1						4	11		3	1		1	1		1	2	1	6	15	2			2					2				2									60000501	2389.09896144105
6000051	1	1	1	1	2		4	8																																						60000511	2918.48042682157
6000051	2	1	2	1	2		7	2	2	3																																				60000511	2918.48042682157
6000051	3	1	3	1	2	16	5	10		1																																				60000511	2918.48042682157
6000051	4	1	4	2	1						1	1			1		1	1		2	2	1	3	30	2			2					2				2				1	2				60000511	2918.48042682157
6000052	1	1	1	1	2		5	11		1																																				60000521	1611.55194865214
6000052	2	1	2	1	1						7	5	5	3	2		1						3	30	2			2					2				1	5000000	1	4						60000521	1611.55194865214
6000052	3	1	3	1	1						3	7			2	2	1	1		1	1	2	1	5	2			2					2				2				1	2				60000521	1611.55194865214
6000053	1	1	1	1	2		3	5																																						60000531	2347.70059775214
6000053	2	1	2	1	1						2	1			1		1	1		1	2	2	4	10	1	0	2000	2					2				2				1	1				60000531	2347.70059775214
6000054	1	1	1	1	2	3	5	10		3																																				60000541	2157.382600729
6000054	2	1	2	1	2	16	7	1	1	4																																				60000541	2157.382600729
6000054	4	1	4	1	2		3	5																																						60000541	2157.382600729
6000055	1	1	1	1	2		7	2	2	4																																				60000551	1844.38940895651
6000055	2	1	2	1	2		5	11		1																																				60000551	1844.38940895651
6000056	1	1	1	1	2		5	11		1																																				60000561	1972.38982829102
6000056	2	1	2	1	1						7	4	3	1	1		1						1	10	2			2					2				2									60000561	1972.38982829102
6000056	3	1	3	1	2		5	11		1																																				60000561	1972.38982829102
6000056	4	1	4	1	2		5	11		1																																				60000561	1972.38982829102
6000056	5	1	5	1	1						7	4	3	1	2		1						1	10	2			2					2				1	2400000	3	1						60000561	1972.38982829102
6000056	6	1	6	1	1						7	4	3	1	2		1						4	10	2			2					2				1	2300000	3	1						60000561	1972.38982829102
6000057	1	1	1	1	2		3	5																																						60000571	3217.76447283289
6000057	2	1	2	2	2		3	3																																						60000571	3217.76447283289
6000057	3	1	3	2	2		1																																							60000571	3217.76447283289
6000058	1	1	1	1	2		4	7																																						60000581	2493.25741164453
6000058	2	1	2	1	2		5	11		3																																				60000581	2493.25741164453
6000058	3	1	3	1	2		5	11		3																																				60000581	2493.25741164453
6000058	4	1	4	1	1						7	3	2	1	1		1						3	20	2			2					1	100000	3	1	2									60000581	2493.25741164453
6000058	5	1	5	1	1						6	1	0	1	1		1						1	15	2			2					2				2									60000581	2493.25741164453
6000058	6	1	6	1	2		10	2	2	1																																				60000581	2493.25741164453
6000059	1	1	1	1	2		5	11		1																																				60000591	2634.29064486908
6000059	2	1	2	1	2		5	11		1																																				60000591	2634.29064486908
6000059	3	1	3	1	1						4	10		1	2	2	1	1		1	1	1	4	10	2			2					2				2				1	2				60000591	2634.29064486908
6000059	4	1	4	1	1						2	5			2	2	1	1		1	1	1	1	10	2			2					2				2				1	2				60000591	2634.29064486908
6000060	1	1	1	1	2		3	5																																						60000601	2106.83011563794
6000061	1	1	1	1	2	13	5	10		1																																				60000611	2591.85256066678
6000061	2	1	2	1	2	13	5	11		1																																				60000611	2591.85256066678
6000061	3	1	3	2	2	13	1																																		1	2				60000611	2591.85256066678
6000062	1	1	1	1	2	2	5	11		1																																				60000621	2510.6403761422
6000062	2	1	2	1	1						3	9			1		1	1		2	2	2	1	20	2			2					2				2				1	1				60000621	2510.6403761422
6000063	1	1	1	1	2	2	7	2	2	1																																				60000631	2782.64520154823
6000063	2	1	2	1	2	2	5	11		1																																				60000631	2782.64520154823
6000064	1	1	1	1	2		3	5																																						60000641	2330.55389726967
6000064	2	1	2	1	2		4	7																																						60000641	2330.55389726967
6000064	3	1	3	1	1						5	1	0	3	1		1						3	60	2			2					2				2									60000641	2330.55389726967
6000065	1	1	1	1	2		7	3	3	1																																				60000651	163.75671762972
6000065	2	1	2	1	2	4	10	3	3	1																																				60000651	163.75671762972
6000066	1	1	1	1	2		3	3																																						60000661	154.046845828318
6000066	2	1	2	1	2		11	5	5	3																																				60000661	154.046845828318
6000066	3	1	3	1	1						4	10		1	1		1	1		2	2	1	1	8	2			2					2				2				1	1				60000661	154.046845828318
6000067	1	1	1	1	2		5	11		1																																				60000671	164.182747137995
6000067	2	1	2	1	2		3	5																																						60000671	164.182747137995
6000068	1	1	1	1	2		3	5																																						60000681	164.182747137995
6000068	2	1	2	1	2		3	4																																						60000681	164.182747137995
6000069	1	1	1	1	2		3	3																																						60000691	160.236074023735
6000069	2	1	2	1	2	1	3	5																																						60000691	160.236074023735
6000069	3	1	3	1	1						4	10		1	1		1	1		2	2	2	3	15	2			2					2				2				1	2				60000691	160.236074023735
6000069	4	1	4	1	1						2	5			1		2	4		2	2	2	4	5	1	0	5000	2					2				2				1	2				60000691	160.236074023735
6000069	5	1	5	1	1						2	2			1		2	4		2	2	2	4	5	1	0	5000	2					2				2				1	2				60000691	160.236074023735
6000070	1	1	1	1	2	9	4	8																																						60000701	173.892618939397
6000070	2	1	2	1	2	9	4	9																																						60000701	173.892618939397
6000070	3	1	3	1	2	9	5	10		1																																				60000701	173.892618939397
6000071	1	1	1	2	2		1																																							60000711	282.716162215482
6000071	2	1	2	1	1						3	7			1		1	1		2	2	2	4	10	1	0	2000	2					2				2				3					60000711	282.716162215482
6000071	3	1	3	1	2	10	4	7																																						60000711	282.716162215482
6000071	4	1	4	1	1						3	9			1		1	2		2	2	2	4	10	1	0	2000	2					2				2				1	1				60000711	282.716162215482
6000071	5	1	5	1	1						2	4			1		1	1		2	2	2	4	10	1	0	2000	2					2				2				1	1				60000711	282.716162215482
6000071	6	1	6	1	1						2	2			1		1	4		2	2	2	4	10	1	0	2000	2					2				2				1	1				60000711	282.716162215482
6000071	7	1	7	1	2	2	5	11		1																																				60000711	282.716162215482
6000072	1	1	1	2	2		1																																							60000721	310.654044424003
6000073	1	1	1	1	2		5	11		1																																				60000731	246.492172233645
6000073	2	1	2	1	2	2	11	5	5	1																																				60000731	246.492172233645
6000074	1	1	1	1	2	9	7	1	1	5																																				60000741	522.094937187259
6000074	2	1	2	1	1						2	5			1		1	1		1	1	2	5	10	1	0	2000	2					2				2				2		2	24	10	60000741	522.094937187259
6000074	3	1	3	2	1						1	1			1		1	1		2	2	1	5	20	1	0	2000	2					2				2				2		2	24	10	60000741	522.094937187259
6000075	1	1	1	1	2		4	7																																						60000751	445.602682790059
6000075	2	1	2	1	2		5	13		1																																				60000751	445.602682790059
6000075	3	1	3	1	2	3	5	11		1																																				60000751	445.602682790059
6000075	4	1	4	1	1						3	7			2	2	1	1		1	1	2	1	20	2			2					2				2				1	1				60000751	445.602682790059
6000076	1	1	1	1	2	3	5	11		4																																				60000761	246.492172233645
6000077	1	1	1	1	2		5	11		1																																				60000771	445.602682790059
6000077	2	1	2	1	2		3	5																																						60000771	445.602682790059
6000077	3	1	3	1	1						3	9			1		1	1		2	2	2	5	30	2			2					2				2				1	2				60000771	445.602682790059
6000077	4	1	4	1	1						3	7			1		1	1		2	2	2	5	30	2			2					2				2				1	2				60000771	445.602682790059
6000079	1	1	1	1	2		3	5																																						60000791	310.654044424003
6000080	1	1	1	1	2	2	11	5	5	1																																				60000801	246.492172233645
6000080	2	1	2	1	2		5	11		1																																				60000801	246.492172233645
6000082	1	1	1	1	2		4	7																																						60000821	395.702168739047
6000082	2	1	2	1	2		4	7																																						60000821	395.702168739047
6000082	3	1	3	1	1						3	9			1		1	1		2	2	2	4	25	1	0	2000	2					2				2				4					60000821	395.702168739047
6000083	1	1	1	1	2		4	7																																						60000831	246.492172233645
6000083	2	1	2	1	2	9	7	1	1	5																																				60000831	246.492172233645
6000084	1	1	1	1	2		11	5	5	4																																				60000841	246.492172233645
6000085	1	1	1	1	2	2	7	2	2	1																																				60000851	616.477853951912
6000085	2	1	2	1	1						7	3	3	1	2		1						1	25	2			2					2				2									60000851	616.477853951912
6000085	3	1	3	1	1						4	11		1	2	2	1	1		1	1	2	1	20	2			2					2				2									60000851	616.477853951912
6000086	1	1	1	1	1						7	3	3	4	1		1						6	20	2			2					2				2									60000861	873.318521299814
6000086	2	1	2	1	2	3	7	1	1	5																																				60000861	873.318521299814
6000087	1	1	1	1	2		11	5	5	1																																				60000871	304.57616603319
6000087	2	1	2	1	2		5	11		1																																				60000871	304.57616603319
6000087	3	1	3	1	1						7	1	2	1	2		1						1	25	2			2					2				1	600000	1	4	1	2				60000871	304.57616603319
6000088	1	1	1	1	2		5	11		1																																				60000881	421.91020140746
6000088	2	1	2	1	1						7	4	4	1	2		1						1	30	2			2					2				2									60000881	421.91020140746
6000088	3	1	3	1	1						7	2	2	1	2		1						1	25	2			2					2				2									60000881	421.91020140746
6000089	1	1	1	1	2		11	5	6	5																																				60000891	475.898369796805
6000089	2	1	2	1	2		7	3	3	5																																				60000891	475.898369796805
6000089	3	1	3	1	1						3	6			1		1	4		1	1	1	1	15	2			2					2				2				4					60000891	475.898369796805
6000090	1	1	1	1	2		4	9																																						60000901	393.201353486926
6000090	2	1	2	1	2	3	5	11		1																																				60000901	393.201353486926
6000091	1	1	1	1	2	8	10	1	1	1																																				60000911	1570.98855946625
6000091	2	1	2	1	2		5	11		1																																				60000911	1570.98855946625
6000091	3	1	3	1	2	16	5	11		1																																				60000911	1570.98855946625
6000091	4	1	4	1	1						3	8			1		3	1		2	2	2	4	5	2			2					2				2				1	2				60000911	1570.98855946625
6000091	5	1	5	1	1						2	4			1		3	1		2	2	2	4	5	2			2					2				2				1	2				60000911	1570.98855946625
6000091	6	1	6	1	1						2	2			1		3	1		2	2	2	4	5	2			2					2				2				1	2				60000911	1570.98855946625
6000092	1	1	1	1	2		3	3																																						60000921	300.990370341052
6000092	2	1	2	1	2		3	5																																						60000921	300.990370341052
6000093	1	1	1	1	2		4	7																																						60000931	183.311468925452
6000093	2	1	2	1	2		5	11		1																																				60000931	183.311468925452
6000094	1	1	1	2	2		1																																							60000941	389.344186434948
6000095	1	1	1	1	2		2	3																																						60000951	253.981682102522
6000096	1	1	1	1	2		7	2	2	1																																				60000961	1261.09006512301
6000096	2	1	2	1	2		3	5																																						60000961	1261.09006512301
6000096	3	1	3	1	1						3	9			1		1	1		2	2	2	2	15	2			2					2				2				1	2				60000961	1261.09006512301
6000097	1	1	1	1	2		5	11		1																																				60000971	922.477654836313
6000097	2	1	2	1	2		7	2	2	3																																				60000971	922.477654836313
6000097	3	1	3	1	1						6	2	7	5	1		1						4	5	2			1	500000	3	8		2				2									60000971	922.477654836313
6000098	1	1	1	1	2		13	1	7	1																																				60000981	1567.14204062307
6000098	2	1	2	1	2	9	13	1	7	3																																				60000981	1567.14204062307
6000099	1	1	1	1	2		4	6																																						60000991	1185.50488363538
6000099	2	1	2	1	2		4	7																																						60000991	1185.50488363538
6000099	4	1	4	1	2		5	11		1																																				60000991	1185.50488363538
6000099	5	1	5	1	2	10	5	11		1																																				60000991	1185.50488363538
6000099	6	1	6	1	1						2	1			1		1	1		2	2	2	4	10	2			2					2				2				1	4				60000991	1185.50488363538
6000100	1	1	1	1	2		5	11		1																																				60001001	1567.14204062307
6000100	2	1	2	1	2	16	11	5	5	1																																				60001001	1567.14204062307
6000101	1	1	1	1	2		3	5																																						60001011	1418.64779595075
6000102	1	1	1	1	2		3	2																																						60001021	1340.87732809188
6000103	1	1	1	1	2	9	5	10		1																																				60001031	1290.32442707602
6000103	2	1	2	1	1						7	4	4	1	1		1						3	40	2			2					2				2									60001031	1290.32442707602
6000103	5	1	5	1	2		5	11		1																																				60001031	1290.32442707602
6000103	6	1	6	1	2		7	1	1	5																																				60001031	1290.32442707602
6000104	1	1	1	1	2		4	7																																						60001041	732.857025260771
6000104	2	1	2	1	2		7	2	2	3																																				60001041	732.857025260771
6000104	3	1	3	1	2		3	5																																						60001041	732.857025260771
6000105	1	1	1	1	2		3	4																																						60001051	1110.39743269221
6000106	1	1	1	1	2		3	2																																						60001061	1142.58376120667
6000106	2	1	2	1	2		3	4																																						60001061	1142.58376120667
6000106	3	1	3	1	2	9	3	3																																						60001061	1142.58376120667
6000106	4	1	4	1	2	9	5	11		1																																				60001061	1142.58376120667
6000106	5	1	5	1	1						2	3			1		1	2		2	2	2	4	10	1	0	1000	2					2				2				1	2				60001061	1142.58376120667
6000106	6	1	6	1	2	9	5	11		1																																				60001061	1142.58376120667
6000107	1	1	1	1	2		3	4																																						60001071	666.322576162612
6000107	2	1	2	1	2		3	2																																						60001071	666.322576162612
6000108	1	1	1	1	2	10	5	10		2																																				60001081	1145.86163352186
6000108	2	1	2	1	2	9	9	3	3	2																																				60001081	1145.86163352186
6000108	3	1	3	1	1						4	10		4	1		1	4		2	2	2	4	15	2			2					2				2				1	1				60001081	1145.86163352186
6000108	4	1	4	1	1						2	2			1		1	4		2	2	2	4	10	2			2					2				2				1	1				60001081	1145.86163352186
6000109	1	1	1	1	2		3	2																																						60001091	2168.89721998695
6000109	2	1	2	1	2		5	11		1																																				60001091	2168.89721998695
6000109	3	1	3	1	2	2	5	11		1																																				60001091	2168.89721998695
6000109	4	1	4	1	2	4	5	11		1																																				60001091	2168.89721998695
6000109	5	1	5	2	2	11	1																																		1	4				60001091	2168.89721998695
6000109	6	1	6	2	2	1	1																																		1	4				60001091	2168.89721998695
6000110	1	1	1	1	2	1	5	11		1																																				60001101	1571.11655241402
6000110	2	1	2	1	1						4	10		1	1		1	1		2	2	2	4	15	2			2					2				2				1	3				60001101	1571.11655241402
6000110	3	1	3	1	1						3	7			1		1	1		2	2	2	4	15	2			2					2				2				1	1				60001101	1571.11655241402
6000111	1	1	1	1	2		3	3																																						60001111	1639.50484494269
6000111	2	1	2	1	2		3	5																																						60001111	1639.50484494269
6000111	3	1	3	1	2	9	4	9																																						60001111	1639.50484494269
6000112	1	1	1	1	2		5	11		1																																				60001121	1822.60108746436
6000112	2	1	2	1	2	1	5	11		1																																				60001121	1822.60108746436
6000112	3	1	3	1	1						7	3	3	1	2		1						1	60	2			2					2				2									60001121	1822.60108746436
6000112	4	1	4	1	1						2	5			1		1	2		2	2	2	2	30	2			2					2				2				1	1				60001121	1822.60108746436
6000113	1	1	1	1	2	3	4	8																																						60001131	3101.40702573307
6000113	2	1	2	1	2	4	4	7																																						60001131	3101.40702573307
6000114	1	1	1	1	2		5	11		1																																				60001141	1418.77360586487
6000114	2	1	2	1	2		5	11		1																																				60001141	1418.77360586487
6000115	1	1	1	1	2		3	5																																						60001151	2235.14239798135
6000115	2	1	2	1	2		5	11		1																																				60001151	2235.14239798135
6000115	3	1	3	1	1						3	7			1		1	1		2	2	2	5	5	1	0	6000	2					2				2				1	2				60001151	2235.14239798135
6000115	4	1	4	1	1						2	4			1		1	2		2	2	2	4	20	2			2					2				2				1	2				60001151	2235.14239798135
6000116	1	1	1	1	2	9	7	2	2	1																																				60001161	1756.67263133593
6000116	2	1	2	1	2		3	3																																						60001161	1756.67263133593
6000117	1	1	1	1	2	2	5	11		1																																				60001171	1976.1610899437
6000118	1	1	1	1	2	2	5	11		1																																				60001181	1455.35708812627
6000118	2	1	2	1	1						3	7			1		1	1		2	2	2	4	35	2			2					2				2				1	1				60001181	1455.35708812627
6000119	1	1	1	1	2		5	11		1																																				60001191	1339.59762383852
6000122	1	1	1	1	2		3	5																																						60001221	1743.23383926271
6000123	1	1	1	1	2		4	7																																						60001231	2314.3183800077
6000123	2	1	2	1	2		5	11		1																																				60001231	2314.3183800077
6000123	3	1	3	1	1						3	9			1		1	3		1	2	2	4	5	2			2					2				2				2		2	60	1	60001231	2314.3183800077
6000123	4	1	4	1	1						2	4			1		1	1		2	2	2	1	15	2			2					2				2				1	3				60001231	2314.3183800077
6000123	5	1	5	1	2		5	11		1																																				60001231	2314.3183800077
6000124	1	1	1	1	2		4	9																																						60001241	1141.66755671739
6000124	2	1	2	1	2		3	2																																						60001241	1141.66755671739
6000124	3	1	3	1	2		3	4																																						60001241	1141.66755671739
6000124	4	1	4	1	2		3	4																																						60001241	1141.66755671739
6000124	5	1	5	1	2		4	8																																						60001241	1141.66755671739
6000124	6	1	6	1	2		4	8																																						60001241	1141.66755671739
6000125	1	1	1	1	2		5	11		1																																				60001251	1616.52229234767
6000125	2	1	2	1	2		4	9																																						60001251	1616.52229234767
6000125	3	1	3	1	1						3	7			1		1	1		2	2	2	4	5	2			2					2				2				4					60001251	1616.52229234767
6000126	1	1	1	1	2		4	8																																						60001261	2634.27404500725
6000126	2	1	2	1	2		4	6																																						60001261	2634.27404500725
6000126	3	1	3	1	1						2	3			1		1	1		2	2	2	4	15	2			2					2				2				1	5				60001261	2634.27404500725
6000126	5	1	5	1	2		4	8																																						60001261	2634.27404500725
6000126	6	1	6	1	1						3	6			1		1	1		2	2	2	4	5	2			2					2				2				1	5				60001261	2634.27404500725
6000128	1	1	1	1	2		3	1																																						60001281	2072.99402227519
6000128	2	1	2	1	2	9	5	11		1																																				60001281	2072.99402227519
6000128	3	1	3	1	1						3	6			1		1	1		2	2	2	4	5	2			2					2				2				4					60001281	2072.99402227519
6000129	1	1	1	1	2		4	6																																						60001291	4713.63043948548
6000129	2	1	2	1	1						2	4			1		1	2		2	2	2	4	10	2			2					2				2				1	1				60001291	4713.63043948548
6000129	3	1	3	1	2		3	1																																						60001291	4713.63043948548
6000130	1	1	1	1	2		5	10		1																																				60001301	5019.70224602885
6000130	2	1	2	1	2	9	4	7																																	4					60001301	5019.70224602885
6000130	3	1	3	1	1						3	7			2	1	1	3		2	2	2	4	20	2			2					2				2									60001301	5019.70224602885
6000131	1	1	1	1	2	4	5	11		1																																				60001311	7536.72840020724
6000131	2	1	2	1	2	9	5	11		1																																				60001311	7536.72840020724
6000131	3	1	3	1	1						2	4			1		1	2		2	2	2	4	5	1	99	2000	2					2				2				1	1				60001311	7536.72840020724
6000131	4	1	4	1	1						2	1			1		1	2		2	2	2	4	15	1	99	2000	2					2				2				1	1				60001311	7536.72840020724
6000132	1	1	1	1	2		3	5																																						60001321	4728.86936904074
6000132	2	1	2	1	2	9	7	1	1	3																																				60001321	4728.86936904074
6000132	3	1	3	1	2	9	5	11		1																																				60001321	4728.86936904074
6000133	1	1	1	1	2		3	5																																						60001331	4594.07481491396
6000134	1	1	1	1	2		4	7																																						60001341	6351.97480173569
6000134	2	1	2	1	2		4	9																																						60001341	6351.97480173569
6000134	3	1	3	1	2	2	11	5	5	1																																				60001341	6351.97480173569
6000134	4	1	4	1	1						2	3			2	1	1	2		2	2	2	2	5	1	99	1000	2					2				2				1	2				60001341	6351.97480173569
6000134	5	1	5	1	1						2	1			2	1	1	2		2	2	2	2	5	1	99	1000	2					2				2				1	2				60001341	6351.97480173569
6000136	1	1	1	1	2	9	7	1	1	1																																				60001361	4396.14453030213
6000136	2	1	2	1	2	9	5	11		1																																				60001361	4396.14453030213
6000136	3	1	3	1	1						3	7			2	2	1	1		1	2	2	4	20	2			2					2				2				1	1				60001361	4396.14453030213
6000137	1	1	1	1	2	9	11	5	5	1																																				60001371	4195.37904826401
6000137	2	1	2	1	1						5	1	0	1	1		1						3	15	2			2					1	700000	4	1	2									60001371	4195.37904826401
6000138	1	1	1	1	2		5	11		1																																				60001381	3610.64238921563
6000138	2	1	2	1	2	11	5	11		1																																				60001381	3610.64238921563
6000138	3	1	3	1	1						4	11		1	2	2	1	2		1	2	2	3	15	2			2					2				2				1	1				60001381	3610.64238921563
6000139	1	1	1	1	2		3	2																																						60001391	5831.21911425122
6000139	2	1	2	2	2	4	3	1																																						60001391	5831.21911425122
6000139	3	1	3	1	2	9	4	6																																						60001391	5831.21911425122
6000139	4	1	4	1	2	5	4	8																																	4					60001391	5831.21911425122
6000139	5	1	5	2	2	1	1																																		1	2				60001391	5831.21911425122
6000140	1	1	1	1	2		5	11		1																																				60001401	3265.23593614556
6000140	2	1	2	1	2		3	5																																						60001401	3265.23593614556
6000140	3	1	3	1	2	9	9	4	4	1																																				60001401	3265.23593614556
6000141	1	1	1	1	2		3	1																																						60001411	4471.6639779434
6000141	2	1	2	1	2		3	1																																						60001411	4471.6639779434
6000141	3	1	3	1	2	2	11	5	5	3																																				60001411	4471.6639779434
6000141	4	1	4	1	2	10	3	5																																						60001411	4471.6639779434
6000141	5	1	5	1	2	9	7	2	3	5																																				60001411	4471.6639779434
6000143	1	1	1	2	2		1																																							60001431	3043.40948917371
6000143	2	1	2	1	2		3	4																																						60001431	3043.40948917371
6000143	3	1	3	1	2		3	5																																						60001431	3043.40948917371
6000143	4	1	4	1	1						3	6			1		1	1		2	2	2	1	5	1	0	6000	2					2				2				1	2				60001431	3043.40948917371
6000144	1	1	1	1	2		5	11		1																																				60001441	3322.14408555028
6000144	2	1	2	1	2		3	3																																						60001441	3322.14408555028
6000144	3	1	3	1	1						5	1	1	1	1		1						3	40	2			2					2				2									60001441	3322.14408555028
6000144	4	1	4	1	1						4	11		1	1		1	1		2	2	2	4	10	2			2					2				2									60001441	3322.14408555028
6000145	1	1	1	1	2		3	2																																						60001451	2807.58213590625
6000145	2	1	2	1	1						3	7			1		1	2		2	2	2	4	15	2			2					2				2				1	1				60001451	2807.58213590625
6000146	1	1	1	1	2		4	7																																						60001461	4524.19370769766
6000146	2	1	2	1	1						4	10		1	1		1	1		1	2	2	4	15	2			2					2				2									60001461	4524.19370769766
6000146	3	1	3	1	2	13	3	5																																						60001461	4524.19370769766
