DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	NRO_ENCUESTA	ORDEN	P5095	P5100	P5120	P8692	P8692S1A1	P8692S2	P5110	P5130	P5140	P5160	P5160S1	P5160S1A1	P5160S2	P5160S2A1	LLAVEHOG	FEX_C
5019613	3	1	591	3	3								150000	2					50196133	1623.46271509052
5019614	1	1	591	1	1		1	1	2		75000000	600000		2					50196141	1263.0690106937
5019615	1	1	591	1	1		1	1	2		80000000	400000		2					50196151	1966.02945790058
5019617	1	1	591	1	1		1	1	1		50000000	300000		2					50196171	1398.74652039412
5019618	1	1	591	1	1		1	1	1		60000000	350000		2					50196181	1442.0635187482
5019620	1	1	591	1	3								280000	2					50196201	2029.94052957742
5019621	1	1	591	1	3								300000	2					50196211	2192.12920846498
5019622	1	1	591	1	1		1	2		2	90000000	400000		2					50196221	1932.67749106823
5019623	1	1	591	1	3								300000	2					50196231	1966.02945790058
5019624	1	1	591	1	3								300000	2					50196241	2192.12920846498
5019625	1	1	591	1	1		1	1	2		250000000	1400000		2					50196251	1828.93765187487
5019626	1	1	591	1	3								600000	2					50196261	1945.79103201068
5019627	1	1	591	1	3								300000	2					50196271	2192.12920846498
5019628	1	1	591	1	3								300000	2					50196281	1833.99177278678
5019629	1	1	591	1	1		1	1	1		140000000	400000		2					50196291	1604.25219763576
5019630	1	1	591	1	3								400000	2					50196301	2057.23464380172
5019631	1	1	591	1	3								400000	2					50196311	1716.05145685966
5019632	1	1	591	1	4							350000		2					50196321	1954.37544293538
5019633	1	1	591	1	3								130000	2					50196331	2057.23464380172
5019634	1	1	591	1	1		1	2		2	50000000	400000		2					50196341	2007.93215992938
5019636	1	1	591	1	3								250000	2					50196361	1582.24382798772
5019637	1	1	591	1	3								700000	2					50196371	2029.94052957742
5019638	1	1	591	1	1		1	1	1		99	800000		2					50196381	1901.69108861943
5019639	1	1	591	1	3								750000	2					50196391	2242.87427556149
5019640	1	1	591	1	3								260000	2					50196401	2273.82270356709
5019641	1	1	591	1	4							1100000		2					50196411	1850.94602152292
5019642	1	1	591	1	3								600000	2					50196421	2192.12920846498
5019643	1	1	591	1	3								200000	2					50196431	2556.69823639823
5019644	1	1	591	1	3								250000	2					50196441	1966.02945790058
5019647	1	1	591	1	1		1	2		4	200000000	1000000		2					50196471	2003.15048235517
5019648	1	1	591	1	1		1	1	1		280000000	600000		2					50196481	1604.25219763576
5019649	1	1	591	1	3								300000	2					50196491	2476.80297195314
5019650	1	1	591	1	3								250000	2					50196501	1822.29252816961
5019651	1	1	591	1	4							350000		2					50196511	1770.08070110994
5019652	1	1	591	1	3								380000	2					50196521	2055.46470004358
5019653	1	1	591	1	3								400000	2					50196531	1873.78256586009
5019654	1	1	591	1	3								350000	2					50196541	2372.1003107778
5019655	1	1	591	1	2	2000000	2				550000000	2000000		2					50196551	2346.57614031165
5019656	1	1	591	1	1		1	1	2		800000000	2500000		2					50196561	1822.29252816961
5019657	1	1	591	1	1		1	2		2	450000000	2000000		2					50196571	2080.68559667394
5019658	1	1	591	1	1		1	2		2	48000000	250000		2					50196581	2324.5677706636
5019659	1	1	591	1	3								300000	2					50196591	2007.93215992938
5019660	1	1	591	1	3								250000	2					50196601	2027.12887967993
5019661	1	1	591	1	1		1	1	1		320000000	1500000		2					50196611	2029.94052957742
5019663	1	1	591	1	1		1	3			400000000	1800000		2					50196631	1442.0635187482
5019664	1	1	591	1	1		1	1	1		450000000	2000000		2					50196641	1604.25219763576
5019665	1	1	591	1	2	250000	1	2		2	90000000	350000		2					50196651	1829.36494947918
5019666	1	1	591	1	3								1400000	2					50196661	2107.97971089824
5019668	1	1	591	1	3								300000	2					50196681	1966.02945790058
5019669	1	1	591	1	3								320000	1	1	15000000	2		50196691	2192.12920846498
5019670	1	1	591	1	1		1	1	2		180000000	450000		2					50196701	1330.61990695716
5019671	1	1	591	1	3								320000	2					50196711	1923.42701492978
5019672	1	1	591	1	3								780000	2					50196721	2713.95681814239
5019673	1	1	591	1	5							380000		2					50196731	1654.99726473227
5019674	1	1	591	1	1		1	1	2		120000000	400000		2					50196741	1766.79652395618
5019675	1	1	591	1	1		1	1	4		3900000	200000		2					50196751	1739.50240973187
5019676	1	1	591	1	5							250000		2					50196761	1966.02945790058
5019677	1	1	591	1	3								300000	2					50196771	2372.1003107778
5019678	1	1	591	1	1		1	3			130000000	300000		2					50196781	1526.5686637478
5019679	1	1	591	1	1		1	1	9		80000000	350000		2					50196791	1525.7608250533
5019680	1	1	591	1	1		2				100000000	380000		2					50196801	1785.04493634729
5019680	2	1	591	2	5							250000		2					50196802	1785.04493634729
5019681	1	1	591	1	3								450000	2					50196811	2029.94052957742
5019682	1	1	591	1	3								350000	2					50196821	2346.57614031165
5019683	1	1	591	1	3								270000	2					50196831	1694.78805780559
5019684	1	1	591	1	1		1	1	1		160000000	200000		2					50196841	1803.84077901302
5019685	1	1	591	1	4							200000		2					50196851	2346.57614031165
5019686	1	1	591	1	1		1	1	1		70000000	250000		2					50196861	1850.94602152292
5019687	1	1	591	1	3								250000	2					50196871	1884.73683988329
5019688	1	1	591	1	1		1	1	1		99	99		2					50196881	1553.86277797211
5019689	1	1	591	1	4							450000		2					50196891	1263.0690106937
5019690	1	1	591	1	3								340000	2					50196901	2481.82635240776
5019691	1	1	591	1	1		1	1	1		70000000	450000		2					50196911	1920.88780836999
5019693	1	1	591	1	5							500000		2					50196931	1957.18709283286
5019696	1	1	591	1	3								463000	2					50196961	1966.02945790058
5019697	1	1	591	1	1		1	1	1		130000000	500000		2					50196971	1857.332384126
5019698	1	1	591	1	3								150000	2					50196981	1655.42456233658
5019701	1	1	591	1	3								350000	2					50197011	1996.18045167434
5019705	1	1	591	1	3								750000	2					50197051	2192.12920846498
5019706	1	1	591	1	4							350000		2					50197061	1604.25219763576
5019711	1	1	591	1	3								280000	2					50197111	1783.24670569026
5019714	1	1	591	1	1		1	1	1		45000000	300000		2					50197141	73.8003488638322
5019715	1	1	591	1	3								500000	2					50197151	120.91623601516
5019718	1	1	591	1	1		1	1	1		40000000	200000		1	2		1	4000000	50197181	49.6909436422771
5019721	1	1	591	1	3								250000	2					50197211	77.5867006845139
5019726	1	1	591	1	3								300000	2					50197261	350.220628906935
5019727	1	1	591	1	1		2				5000000	50000		2					50197271	198.601502587875
5019728	1	1	591	1	3								80000	2					50197281	147.272009381677
5019729	1	1	591	1	1		2				8000000	80000		2					50197291	79.7650504960362
5019730	1	1	591	1	1		2				7000000	60000		2					50197301	161.433397611715
5019731	1	1	591	1	3								200000	2					50197311	203.793903191232
5019732	1	1	591	1	3								200000	2					50197321	207.722000490603
5019733	1	1	591	1	3								60000	2					50197331	198.601502587875
5019734	1	1	591	1	1		2				12000000	50000		2					50197341	197.99350635402
5019735	1	1	591	1	1		1	1	1		40000000	200000		2					50197351	140.120277112237
5019736	1	1	591	1	3								200000	2					50197361	192.863436674372
5019737	1	1	591	1	1		2				6000000	80000		2					50197371	146.261846937336
5019738	1	1	591	1	3								200000	2					50197381	212.914697862143
5019739	1	1	591	1	4							50000		2					50197391	148.24368976981
5019740	1	1	591	1	1		2				20000000	100000		2					50197401	170.563864069246
5019741	1	1	591	1	3								35000	2					50197411	139.71551471083
5019742	1	1	591	1	4							200000		2					50197421	187.670739302832
5019743	1	1	591	1	3								160000	2					50197431	196.822567714364
5019744	1	1	591	1	4							30000		2					50197441	133.680135329286
5019745	1	1	591	1	1		2				20000000	100000		2					50197451	148.304211550811
5019746	1	1	591	1	1		2				3000000	70000		2					50197461	79.7650504960362
5019747	1	1	591	1	1		1	3			10000000	60000		2					50197471	112.174301003636
5019748	1	1	591	1	4							60000		2					50197481	226.998747298819
5019749	1	1	591	1	4							30000		2					50197491	198.601502587875
5019751	1	1	591	1	4							150000		2					50197511	247.26409818438
5019752	1	1	591	1	1		1	3			10000000	60000		2					50197521	153.044290546568
5019755	1	1	591	1	4							200000		2					50197551	178.178920072778
5019756	1	1	591	1	4							80000		2					50197561	188.030427502189
5019761	1	1	591	1	5							150000		2					50197611	163.007369398399
5019762	1	1	591	1	4							150000		2					50197621	148.24368976981
5019763	1	1	591	1	4							150000		2					50197631	208.339965279262
5019764	1	1	591	1	5							60000		2					50197641	131.090296262957
5019765	1	1	591	1	5							50000		2					50197651	148.24368976981
5019766	1	1	591	1	4							120000		2					50197661	186.707095131757
5019767	1	1	591	1	4							150000		2					50197671	203.201978176567
5019768	1	1	591	1	5							150000		2					50197681	79.7650504960362
5019769	1	1	591	1	4							160000		2					50197691	156.461037171893
5019770	1	1	591	1	4							150000		2					50197701	183.429951913496
5019771	1	1	591	1	1		1	2		2	100000000	100000		2					50197711	100.145971034967
5019772	1	1	591	1	4							150000		2					50197721	148.24368976981
5019773	1	1	591	1	4							40000		2					50197731	146.497958320062
5019774	1	1	591	1	5							150000		2					50197741	149.314373995152
5019775	1	1	591	1	4							80000		2					50197751	131.090296262957
5019777	1	1	591	1	3								150000	2					50197771	197.99350635402
5019778	1	1	591	1	4							150000		2					50197781	114.58088518462
5019780	1	1	591	1	4							80000		2					50197801	214.47755747177
5019781	1	1	591	1	4							200000		2					50197811	188.030427502189
5019782	1	1	591	1	1		1	1	1		60000000	200000		2					50197821	131.090296262957
5019784	1	1	591	1	4							170000		2					50197841	111.164138559295
5019785	1	1	591	1	4							200000		2					50197851	163.007369398399
5019788	1	1	591	1	4							100000		2					50197881	197.99350635402
5019789	1	1	591	1	1		2				25000000	70000		2					50197891	132.100458707299
5019791	1	1	591	1	1		1	1	1		99	150000		2					50197911	197.740858208931
5019792	1	1	591	1	5							180000		2					50197921	120.814047485036
5019793	1	1	591	1	3								40000	2					50197931	131.090296262957
5019798	1	1	591	1	1		1	3			25000000	140000		2					50197981	197.99350635402
5019799	1	1	591	1	4							50000		2					50197991	194.924442533841
5019800	1	1	591	1	4							40000		2					50198001	198.601502587875
5019801	1	1	591	1	4							300000		2					50198011	98.5543949666004
5019803	1	1	591	1	1		1	1	1		70000000	100000		2					50198031	81.3404796787469
5019804	1	1	591	1	1		1	1	2		40000000	150000		2					50198041	226.788659171901
5019805	1	1	591	1	1		2				20000000	50000		2					50198051	159.277452846983
5019806	1	1	591	1	4							100000		2					50198061	204.060613826675
5019807	1	1	591	1	4							100000		2					50198071	152.217382987571
5019808	1	1	591	1	1		1	1	1		5000000	250000		2					50198081	162.439992481247
5019809	1	1	591	1	1		1	1	1		70000000	300000		2					50198091	71.3428679878199
5019810	1	1	591	1	2	1000000	1	1	2		140000000	400000		2					50198101	135.909513978231
5019811	1	1	591	1	4							400000		2					50198111	602.02838082909
5019811	2	1	591	2	3								130000	2					50198112	602.02838082909
5019811	3	1	591	3	3								90000	2					50198113	602.02838082909
5019812	1	1	591	1	1		1	1	1		100000000	10000000		2					50198121	642.033362683754
5019812	2	1	591	2	3								115000	2					50198122	642.033362683754
5019813	1	1	591	1	3								250000	2					50198131	165.083836876741
5019814	1	1	591	1	2	168000	1	1	2		20000000	150000		2					50198141	94.1432523430357
5019815	1	1	591	1	1		1	1	1		80000000	180000		2					50198151	67.6127738400199
5019816	1	1	591	1	1		1	2		2	80000000	250000		2					50198161	100.424449198785
5019817	1	1	591	1	3								300000	2					50198171	108.966391504628
5019819	1	1	591	1	1		1	1	1		60000000	250000		2					50198191	107.044958589605
5019820	1	1	591	1	5							200000		2					50198201	100.684765925093
5019821	1	1	591	1	1		1	1	1		80000000	300000		2					50198211	108.966391504628
5019823	1	1	591	1	3								500000	2					50198231	524.130402306301
5019825	1	1	591	1	3								260000	2					50198251	141.778066863393
5019829	1	1	591	1	1		1	1	1		650000000	400000		2					50198291	76.1112902936269
5019830	1	1	591	1	1		2				100000000	250000		2					50198301	137.101314675592
5019832	1	1	591	1	4							80000		2					50198321	127.110451356201
5019833	1	1	591	1	1		1	1	1		15000000	100000		2					50198331	209.543575027618
5019836	1	1	591	1	1		2				12000000	100000		2					50198361	229.086775067154
5019837	1	1	591	1	1		1	1	1		16000000	100000		2					50198371	229.086775067154
5019838	1	1	591	1	4							200000		2					50198381	169.206115237755
5019839	1	1	591	1	4							200000		2					50198391	83.35295171224
5019840	1	1	591	1	4							250000		2					50198401	141.089514796323
5019844	1	1	591	1	1		1	1	1		150000000	1000000		2					50198441	76.8188626714245
5019845	1	1	591	1	4							120000		2					50198451	252.301997635974
5019846	1	1	591	1	3								130000	2					50198461	219.446584641372
5019847	1	1	591	1	4							200000		2					50198471	119.557980955228
5019848	1	1	591	1	1		1	1	1		30000000	150000		2					50198481	214.989722451158
5019849	1	1	591	1	1		2				15000000	120000		2					50198491	210.761468888369
5019850	1	1	591	1	2	380000	1	1	1		30000000	300000		2					50198501	184.056856215645
5019851	1	1	591	1	4							150000		2					50198511	224.749658806351
5019852	1	1	591	1	4							250000		2					50198521	186.356823940032
5019854	1	1	591	1	4							150000		2					50198541	62.7539666568942
5019857	1	1	591	1	1		1	1	2		48000000	200000		2					50198571	212.137372059669
5019858	1	1	591	1	4							300000		2					50198581	70.4839007854882
5019859	1	1	591	1	4							300000		2					50198591	146.187215809454
5019861	1	1	591	1	4							300000		2					50198611	193.431688814998
5019862	1	1	591	1	4							220000		2					50198621	214.989722451158
5019863	1	1	591	1	1		1	1	1		25000000	200000		2					50198631	217.440446224648
5019864	1	1	591	1	1		1	1	2		12000000	100000		2					50198641	179.334636199002
5019866	1	1	591	1	4							200000		2					50198661	219.446584641372
5019867	1	1	591	1	4							80000		2					50198671	116.63279708938
5019868	1	1	591	1	4							250000		2					50198681	117.606535762884
5019869	1	1	591	1	4							150000		2					50198691	101.474707533247
5019870	1	1	591	1	4							120000		2					50198701	101.275580378368
5019871	1	1	591	1	4							250000		2					50198711	83.35295171224
5019873	1	1	591	1	4							500000		2					50198731	186.117671709507
5019874	1	1	591	1	4							150000		2					50198741	97.312262794594
5019875	1	1	591	1	4							100000		2					50198751	119.557980955228
5019876	1	1	591	1	4							100000		2					50198761	116.63279708938
5019883	1	1	591	1	3								180000	2					50198831	524.130402306301
5019884	1	1	591	1	3								230000	2					50198841	658.397361079725
5019886	1	1	591	1	3								200000	2					50198861	66.3032273823117
5019888	1	1	591	1	4							300000		2					50198881	110.050056372875
5019889	1	1	591	1	1		1	1	1		15000000	100000		2					50198891	75.2163003338247
5019889	2	1	591	2	4							80000		2					50198892	75.2163003338247
5019889	3	1	591	3	4							50000		2					50198893	75.2163003338247
5019890	1	1	591	1	4							80000		2					50198901	99.2913087657742
5019898	1	1	591	1	4							200000		2					50198981	208.783975910992
5019900	1	1	591	1	1		2				50000000	150000		2					50199001	219.042082092381
5019901	1	1	591	1	1		1	1	1		100000000	200000		2					50199011	296.881831967528
5019902	1	1	591	1	1		1	1	2		70000000	250000		2					50199021	260.595181276882
5019903	1	1	591	1	3								150000	2					50199031	237.654827767334
5019904	1	1	591	1	4							100000		2					50199041	312.406386642772
5019905	1	1	591	1	1		1	1	1		40000000	250000		2					50199051	218.988074383657
5019906	1	1	591	1	3								150000	2					50199061	308.261572327536
5019907	1	1	591	1	1		1	1	2		25000000	150000		2					50199071	260.595181276882
5019908	1	1	591	1	4							200000		2					50199081	147.714418667336
5019909	1	1	591	1	4							150000		2					50199091	299.407121237432
5019912	1	1	591	1	3								100000	2					50199121	211.88070941314
5019913	1	1	591	1	4							180000		2					50199131	224.570174868782
5019914	1	1	591	1	1		1	3			5000000	50000		2					50199141	214.989722451158
5019915	1	1	591	1	1		1	3			15000000	70000		2					50199151	250.295859219251
5019917	1	1	591	1	3								200000	2					50199171	92.9996880978578
5019918	1	1	591	1	1		1	1	2		25000000	70000		2					50199181	122.411286025631
5019919	1	1	591	1	3								180000	2					50199191	86.2062567826431
5019920	1	1	591	1	1		1	1	1		20000000	200000		2					50199201	60.0249765599256
5019922	1	1	591	1	3								80000	2					50199221	118.716548276255
5019923	1	1	591	1	3								150000	2					50199231	78.1897067765322
5019924	1	1	591	1	1		1	2		2	25000000	100000		2					50199241	101.275580378368
5019925	1	1	591	1	3								110000	2					50199251	125.042272602192
5019927	1	1	591	1	4							100000		2					50199271	86.6647262119215
5019928	1	1	591	1	3								50000	2					50199281	125.042272602192
5019929	1	1	591	1	3								130000	2					50199291	126.279533474998
5019930	1	1	591	1	4							50000		2					50199301	62.2080085049781
5019931	1	1	591	1	3								120000	2					50199311	116.63279708938
5019932	1	1	591	1	4							80000		2					50199321	119.253268868172
5019933	1	1	591	1	3								70000	2					50199331	135.102661145194
5019934	1	1	591	1	3								100000	2					50199341	126.279533474998
5019935	1	1	591	1	1		1	2		2	10000000	120000		2					50199351	96.4708301156216
5019936	1	1	591	1	1		1	1	1		2000000	50000		2					50199361	84.9996848175276
5019937	1	1	591	1	3								150000	2					50199371	143.234970420056
