"DIRECTORIO","CANT_HOG_COMPLETOS","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN","P1070","P4005","P4015","P4567","P8520","P8520S1","P8520S1A1","P8520S3","P8520S4","P8520S4A1","P8520S5","P4065","P4065S1","P4065S2","P4065S3","P4065S4","P5661","P5661S1","P5661S2","P5661S3","P5661S4","P5661S5","P5661S6","P5661S7","P5661S9","P1891","P1891S1","P1891S2","P1891S3","P1891S4","P1891S5","P1_DEPARTAMENTO","FEX_C","CLASE"
6011038,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,2,1,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,3,2,1.79769313486232e+308,2,2,1,1,1,"05",90.3389347650112,2
6011039,1,1,1,1,3,1,6,1,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",90.800268235444,2
6011040,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,3,1,1,4,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,2,1,1,3,2,1,1.79769313486232e+308,2,2,2,2,2,"05",527.776351913136,1
6011045,1,1,1,1,3,1,6,3,1.79769313486232e+308,1,2,1,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,1,2,1,2,"05",87.2185447456732,2
6011046,1,1,1,1,1,3,5,4,1.79769313486232e+308,1,2,1,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,3,1,1.79769313486232e+308,2,1,1,1,1,"05",90.800268235444,2
6011047,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,1,2,2,2,"05",90.5696015002276,2
6011049,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,3,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",620.778105327319,1
6011050,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,1,2,1.79769313486232e+308,3,3,2,4,4,4,4,4,1.79769313486232e+308,2,2,1,2,2,"05",598.237776376785,1
6011051,1,1,1,1,2,1,4,2,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,4,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",611.171977077883,1
6011052,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,1,1,1,1,2,1,1.79769313486232e+308,2,1,1,2,2,"05",413.991763730753,1
6011053,1,1,1,1,3,1,4,2,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,1,4,1,1,4,1,1.79769313486232e+308,2,2,2,2,2,"05",870.064896584864,1
6011054,1,1,1,1,2,1,4,2,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",573.824021534975,1
6011055,1,1,1,1,2,1,4,2,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",534.10437751897,1
6011056,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,4,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",596.90659342331,1
6011057,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,4,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,4,1,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"05",743.164645710237,1
6011058,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,4,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",759.056667049686,1
6011059,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,4,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,3,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"05",449.241586482502,1
6011061,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,1,2,2,2,"05",534.10437751897,1
6011062,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,4,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",386.135114067155,1
6011063,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,4,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,1,3,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"05",644.323667038474,1
6011064,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,2,2,2,1,1,4,4,1,1.79769313486232e+308,1,1,1,2,2,"05",473.9205471656,1
6011065,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,4,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,1,1,2,1,1,1.79769313486232e+308,2,2,2,2,2,"05",462.295539239986,1
6011073,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,2,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",124.515027855007,2
6011074,1,1,1,1,1,2,2,2,1.79769313486232e+308,1,3,1,1,1,1,1.79769313486232e+308,2,2,1,2,1.79769313486232e+308,1,1,1,1,1,2,1,1,1.79769313486232e+308,1,1,1,1,1,"05",127.185058928967,2
6011075,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,3,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",121.844996781046,2
6011076,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,3,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,1,2,1,1,2,"05",124.515027855007,2
6011077,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,3,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",127.185058928967,2
6011078,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,3,1,1,1,1,1.79769313486232e+308,2,2,1,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,1,2,1,1,2,"05",126.538863430175,2
6011079,1,1,1,1,2,1,4,2,1.79769313486232e+308,1,3,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,3,3,1,1,3,1,1,1,1.79769313486232e+308,1,1,2,2,2,"05",122.168094530442,2
6011080,1,1,1,1,1,2,6,2,1.79769313486232e+308,1,3,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",127.185058928967,2
6011082,1,1,1,1,2,1,5,1,1.79769313486232e+308,1,3,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,1,1,2,2,2,"05",124.515027855007,2
6011083,1,1,1,1,1,1,5,2,1.79769313486232e+308,1,3,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,1,1,2,2,2,"05",119.498063456481,2
6011084,1,1,1,1,1,1,5,2,1.79769313486232e+308,1,3,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,1,2,1,1,"05",116.828032382521,2
6011086,1,1,1,1,3,1,5,2,1.79769313486232e+308,1,3,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",127.185058928967,2
6011087,1,1,1,1,1,1,5,2,1.79769313486232e+308,1,3,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,1,2,1,"05",127.185058928967,2
6011088,1,1,1,1,1,2,6,2,1.79769313486232e+308,1,3,1,1,1,1,1.79769313486232e+308,2,2,1,2,1.79769313486232e+308,2,1,2,1,1,2,1,1,1.79769313486232e+308,1,1,2,1,1,"05",129.208894504136,2
6011089,1,1,1,1,1,1,6,2,1.79769313486232e+308,1,3,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,2,1,1,1,1,1,1.79769313486232e+308,2,1,2,1,2,"05",124.515027855007,2
6011091,1,1,1,1,3,1,6,2,1.79769313486232e+308,1,3,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,1,1,2,2,2,"05",127.185058928967,2
6011092,1,1,1,1,1,1,7,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,1,1,1,2,1.79769313486232e+308,1,1,3,2,1,2,2,2,1.79769313486232e+308,1,1,2,2,2,"23",1106.52533895997,1
6011093,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1,4,1,2,1,1,2,3,1.79769313486232e+308,1,1,1,1,1,"23",1344.10452074394,1
6011094,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,1,2,1,2,1.79769313486232e+308,1,2,2,2,1,3,3,2,1.79769313486232e+308,1,1,2,2,2,"23",1276.41785982286,1
6011095,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1,1,1,2,1,2,2,2,1.79769313486232e+308,1,2,1,1,2,"23",1671.79710050528,1
6011096,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"23",1148.58006609019,1
6011097,1,1,1,1,1,8,7,6,1.79769313486232e+308,1,1,2,1,2,1,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,2,3,3,3,1,3,3,3,1.79769313486232e+308,1,1,1,2,2,"23",1173.86547033256,1
6011098,1,1,1,1,1,1,7,4,1.79769313486232e+308,1,1,2,1,2,1,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,2,2,2,1,1,2,2,1,1.79769313486232e+308,2,2,1,2,2,"23",1245.58551711526,1
6011099,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,1,2,1,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,1,4,1,2,1,2,4,1,1.79769313486232e+308,2,2,2,2,2,"23",1237.79621841336,1
6011100,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,3,3,2,1,1,2,2,1.79769313486232e+308,2,2,2,2,2,"23",1510.77724962046,1
6011101,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,2,1,1,4,1,1.79769313486232e+308,2,2,2,2,2,"23",1195.37581080877,1
6011102,1,1,1,1,1,5,7,3,1.79769313486232e+308,1,1,2,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,1,2,2,"23",940.230397645704,1
6011103,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"23",1400.62796191106,1
6011104,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,1,2,1,1.79769313486232e+308,2,2,1,2,1.79769313486232e+308,2,3,3,3,1,2,4,2,1.79769313486232e+308,1,1,2,1,2,"23",1575.89255333051,1
6011105,1,1,1,1,1,1,7,4,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1,2,1,3,1,1,4,1,1.79769313486232e+308,2,2,1,2,2,"23",1173.32109735573,1
6011106,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,2,1,2,3,2,1.79769313486232e+308,2,2,1,2,2,"23",2282.92312551764,1
6011107,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1,2,3,1,1,1,2,4,1.79769313486232e+308,1,1,1,1,1,"23",1009.96766111623,1
6011108,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,1,1,1,2,1.79769313486232e+308,1,3,2,2,1,2,2,2,1.79769313486232e+308,1,1,2,2,2,"23",1016.54564324702,1
6011109,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,4,2,2,2,2,3,1.79769313486232e+308,1,1,1,1,1,"23",963.020420209341,1
6011110,1,1,1,1,1,8,7,4,1.79769313486232e+308,2,1.79769313486232e+308,2,2,1.79769313486232e+308,2,1.79769313486232e+308,1,1,1,2,1.79769313486232e+308,1,3,2,2,1,2,2,3,1.79769313486232e+308,1,1,2,2,2,"23",1204.05805881567,1
6011111,1,1,1,1,1,5,6,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,3,1,1,1,3,4,1,1.79769313486232e+308,2,2,2,2,2,"23",491.394625151163,2
6011112,1,1,1,1,1,1,7,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,3,1,1.79769313486232e+308,1,2,2,2,2,"23",484.498006292846,2
6011113,1,1,1,1,1,5,6,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,1,1,1,2,1,1.79769313486232e+308,1,1,1,1,1,"23",1641.17479447135,2
6011114,1,1,1,1,1,1,6,6,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,2,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"23",1283.42418029944,2
6011115,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,1,1,2,3,1,1.79769313486232e+308,2,2,2,2,2,"23",935.609798405577,2
6011116,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,1,2,2,1,1.79769313486232e+308,1,2,2,3,2,3,3,2,1.79769313486232e+308,2,2,2,2,2,"23",726.432000956082,2
6011117,1,1,1,1,1,5,7,6,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,2,1,1,2,1,1.79769313486232e+308,1,1,1,1,1,"23",1799.56402337343,2
6011118,1,1,1,1,1,5,7,6,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,1,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"23",2818.52751197493,2
6011119,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,3,4,3,1.79769313486232e+308,2,1,1,2,2,"23",493.383980082389,2
6011120,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,1,2,2,1,1.79769313486232e+308,1,2,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,2,"23",881.214501647043,2
6011121,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,2,"23",604.751605281702,2
6011122,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,1,1,2,2,1,1.79769313486232e+308,1,2,2,2,2,"23",602.952653328439,2
6011123,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1,2,1,1,1,2,3,1,1.79769313486232e+308,2,2,2,2,2,"23",667.570852689972,2
6011124,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,0,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"23",2902.66573355728,2
6011125,1,1,1,1,1,5,6,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"23",2022.29878237294,2
6011126,1,1,1,1,1,5,7,6,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,1,1,2,2,2,"23",2032.03873660451,2
6011127,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,3,2,1,1,3,1,1.79769313486232e+308,1,1,1,1,1,"23",2168.23644878083,2
6011130,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,9,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,2,1,1,1,1,1,1.79769313486232e+308,1,2,2,2,2,"23",2217.30000490966,2
6011131,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,9,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,2,1,1,1,1,1,1.79769313486232e+308,1,1,1,1,2,"23",2217.30000490966,2
6011132,1,1,1,1,1,1,7,4,1.79769313486232e+308,1,9,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,1,1,1,2,1,1,2,1,1.79769313486232e+308,1,1,1,1,1,"23",1618.93637273253,2
6011133,1,1,1,1,1,1,7,4,1.79769313486232e+308,1,9,2,2,1.79769313486232e+308,2,1.79769313486232e+308,1,2,1,2,1.79769313486232e+308,3,3,2,2,1,1,2,1,1.79769313486232e+308,1,1,2,2,2,"23",1986.25077305687,2
6011134,1,1,1,1,1,5,7,6,1.79769313486232e+308,1,9,2,2,1.79769313486232e+308,2,1.79769313486232e+308,1,2,2,1,1.79769313486232e+308,2,2,2,2,1,2,3,1,1.79769313486232e+308,1,1,1,1,2,"23",1283.42418029944,2
6011135,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,9,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,2,1,2,2,1,1.79769313486232e+308,2,1,2,2,2,"23",3027.69209532269,2
6011136,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,9,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,2,1,1,2,2,1,1.79769313486232e+308,1,1,1,2,2,"23",2535.39531231896,2
6011137,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,3,2,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"23",1351.42527629992,1
6011138,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,1,1,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"23",1485.73389922469,1
6011139,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,2,1,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,1,2,"23",1483.92151263924,1
6011140,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,4,4,4,1,1,4,1,1.79769313486232e+308,2,2,2,2,2,"23",1895.84220503824,1
6011141,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,2,2,1,3,1,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,2,4,3,2,1,3,3,1,1.79769313486232e+308,2,2,1,2,2,"23",1339.05842902568,1
6011142,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,2,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,4,4,4,1,1,4,1,1.79769313486232e+308,2,2,2,2,2,"23",1536.99431394861,1
6011143,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"23",1164.2873584645,1
6011144,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,2,4,4,4,2,1,4,1,1.79769313486232e+308,2,1,2,2,2,"23",1392.47701521979,1
6011145,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,1,2,1,2,3,1,1.79769313486232e+308,2,2,2,2,2,"23",1197.42518237851,1
6011146,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,1,4,2,1,4,2,1.79769313486232e+308,1,1,1,2,2,"23",1652.07320132175,1
6011147,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,3,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"23",1334.1942864464,1
6011148,1,1,1,1,1,1,7,3,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,3,1,1,2,4,1,1.79769313486232e+308,1,1,1,2,1,"70",365.556695453774,2
6011149,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,2,1,2,4,1,1.79769313486232e+308,1,1,1,1,2,"70",909.919010747328,2
6011150,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,1,2,2,1,1.79769313486232e+308,2,2,2,2,1,2,3,2,1.79769313486232e+308,2,1,1,1,1,"70",643.094897904464,2
6011151,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,2,1,2,4,1,1.79769313486232e+308,1,2,2,2,2,"70",670.408620409516,2
6011154,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,2,1,3,4,1,1.79769313486232e+308,2,1,2,2,1,"70",907.782463278365,2
6011158,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,2,1,2,3,1,1.79769313486232e+308,1,1,2,2,2,"47",1774.09043049283,1
6011159,1,1,1,1,1,4,7,4,1.79769313486232e+308,1,1,1,2,1.79769313486232e+308,1,1.79769313486232e+308,1,2,1,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,1,1,2,2,"47",1694.18712415912,1
6011160,1,1,1,1,1,1,7,4,1.79769313486232e+308,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,2,1,4,4,1,1.79769313486232e+308,1,1,1,2,2,"47",2117.34644189344,1
6011161,1,1,1,1,1,1,7,4,1.79769313486232e+308,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,4,1,1.79769313486232e+308,2,2,2,2,2,"47",2040.37322141296,1
6011162,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,2,1,4,4,1,1.79769313486232e+308,2,1,1,2,2,"47",2283.8177664544,1
6011163,1,1,1,1,1,3,7,4,1.79769313486232e+308,1,1,1,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,1,2,2,2,1,4,4,1,1.79769313486232e+308,1,1,1,2,2,"47",1673.10609684918,1
6011164,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,1,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,1,2,2,2,"47",2463.01652077888,1
6011165,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,4,1,1.79769313486232e+308,2,2,2,2,2,"47",2503.58783801905,1
6011166,1,1,1,1,1,3,6,4,1.79769313486232e+308,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,1,1,1,2,"47",2363.59559034661,1
6011167,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,1,1,1,4,2,1,1.79769313486232e+308,2,2,2,2,2,"47",2628.95571636747,1
6011169,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,1,1,1,2,1,1,4,1,1.79769313486232e+308,2,1,2,2,2,"47",2550.18779416821,1
