DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P5000	P5010	P5016	P5016S2	P5016S3	P5016S4	P5016S5	P5016S6	P5666	P8526	P5022	P5024	P5030	P1892	P1892S1	P1892S2	P1892S3	P1892S4	P1893	P5041	P5046	P5046S1	P5046S1A1	P5046S1A2	P5046S1A3	P5046S1A4	P5046S1A5	P5046S1A6	P5046S1A7	P5012	P5012S1	P5012S2	P5012S3	P5012S4	P5012S5	P5012S6	P5012S7	P5012S8	P8530	P5047	P5069	P764	P8534	P8536	P1698	P1698S1	P5305	LLAVEHOG	FEX_C	CANT_PERSONAS_HOGAR	I_HOGAR	I_UGASTO	PERCAPITA	I_OU
6006068	1	1	1	4	1						1	1	1	1	1	1		1	1	1		1	1	1		1			1					1	1	1	2	2	1	2	1	1	1	1	1		2	2		2	60060681	1279.49921348077	1	345833.333333333	345833.333333333	345833.333333333	0
6006069	1	1	1	4	1				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	1	2	1	1	1	1	1		2	2		2	60060691	1386.32363210761	2	3400000	3400000	1700000	0
6006070	1	1	1	3	2				1			1	1	1	1	1		1	1	1		2	1	2										1	1	1	1	2	2	2	1	1	2	1	1		2	2		2	60060701	2044.22387102764	3	567500	567500	189166.666666667	0
6006071	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	2	1	1		2	2		2	60060711	2579.41665521715	3	1238800	1238800	412933.333333333	0
6006072	1	1	1	1	1				1			1	1	1	1	1					1	2	1	2										2	2	2	2	2	2	2	2	1	1	1	5	2				2	60060721	1666.63793723122	1	10833.3333333333	10833.3333333333	10833.3333333333	0
6006073	1	1	1	3	1				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	1	1	2	2	1	1	1	1	1		2	2		2	60060731	1452.92275375369	2	800000	800000	400000	0
6006074	1	1	1	3	2		1					1	1	1	1	1		1	1	1		1	1	2										1	1	2	1	1	2	2	1	1	1	1	1		2	2		2	60060741	1425.92301443764	3	317916.666666667	317916.666666667	105972.222222222	0
6006075	1	1	1	3	2				1			1	1	2	1	1		1	1	1		1	1	1			1	1	1					1	1	1	1	1	1	1	1	1	1	2	3		2	2		2	60060751	1573.55184630866	4	3380916.66666667	3380916.66666667	845229.166666667	0
6006076	1	1	1	3	1				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	1	1	2	1		2	2		2	60060761	1392.16665080719	2	602500	602500	301250	0
6006077	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	2	1	1	2	2	1	1	1	2	1		2	2		2	60060771	1823.70431993504	6	1764633.33333333	1764633.33333333	294105.555555556	0
6006078	1	1	1	3	1				1			1	1	1	1	1		1	1	1		1	1	2										2	1	1	2	2	2	2	1	1	1	1	5	1				2	60060781	1798.71801991851	1	250000	250000	250000	0
6006079	1	1	1	3	2				1			1	1	2	1	1		1	1	1		1	1	2										1	1	1	1	2	1	2	1	1	1	1	1		2	2		2	60060791	1403.11075054809	6	2971666.66666667	2971666.66666667	495277.777777778	0
6006080	1	1	1	4	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	1	1		2	2		1	60060801	1641.26456199154	4	710000	710000	177500	0
6006081	1	1	1	1	1				1			2	1	1	1	1		1				1	1	2										1	1	1	2	2	1	2	1	1	1	2	5	2				2	60060811	1727.39404017772	1	1200000	1200000	1200000	0
6006082	1	1	1	4	2				1			2	2	2	1	1			1			2	1	2										1	1	1	2	2	2	2	1	2	2	1	1		4	1	6	2	60060821	230.478966957109	3	1300000	1300000	433333.333333333	0
6006083	1	1	1	4	2				1			2	2	2	1	1		1	1	1		1	1	2										2	1	1	2	2	2	2	1	2	2	2	1		4	1	6	2	60060831	220.77730385892	5	1036666.66666667	1036666.66666667	207333.333333333	0
6006084	1	1	1	4	2						1	2	2	1	1	1		1	1	1		1	1	1		1					1			2	1	2	2	2	2	2	2	2	2	1	1		4	2		2	60060841	225.628135408015	4	894500	894500	223625	0
6006085	1	1	1	4	3				1			2	2	2	1	2			1			2	1	2										1	2	1	2	2	2	2	2	2	2	1	1		4	2		2	60060851	230.478966957109	3	2766666.66666667	2766666.66666667	922222.222222222	0
6006086	1	1	1	4	3		1					2	2	1	1	1			1	1		1	1	2										1	1	1	1	1	2	2	2	2	2	2	1		4	1	6	2	60060861	225.628135408015	4	1037000	1037000	259250	0
6006087	1	1	1	4	2						1	2	2	2	1	1		1	1	1		1	1	1		1								2	1	2	1	1	2	2	1	2	2	2	1		4	1	6	2	60060871	234.742804305463	4	760000	760000	190000	0
6006088	1	1	1	4	2				1			2	3	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	2	2	1	1		4	2		2	60060881	234.742804305463	4	917717	917717	229429.25	0
6006089	1	1	1	3	3				1			2	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	1	2	2	2	2	1	1	1	1	1		4	2		2	60060891	534.161151129535	4	1587500	1587500	396875	0
6006090	1	1	1	2	1				1			2	1	2	1	1		1	1	1		1	1	1		1		1	1					1	1	2	2	2	1	2	2	1	1	1	1		4	2		2	60060901	389.505501854427	3	1000000	1000000	333333.333333333	0
6006091	1	1	1	2	1				1			2	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	2	2	2	2	2	2	1	1	1	1		4	2		2	60060911	669.937530319086	1	325000	325000	325000	0
6006092	1	1	1	2	1				1			2	1	2	1	1			1			1	1	1		1		1	1					1	1	2	2	2	1	2	2	1	1	4	1		4	2		2	60060921	720.341567004455	2	1183140	1183140	591570	0
6006093	1	1	1	4	3				1			2	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	2	2	2	2	2	2	1	1	1	1		4	2		2	60060931	768.735297221824	4	2100000	2100000	525000	0
6006094	1	1	1	2	2				1			2	1	2	1	1			1			1	1	1		1		1	1					1	1	1	1	1	2	2	1	1	1	2	1		4	1	6	2	60060941	344.398403717901	4	270000	270000	67500	0
6006095	1	1	1	3	1				1			2	1	1	1	1			1			1	1	1		1		1	1					1	1	2	2	2	1	2	2	1	1	4	1		4	2		2	60060951	313.788708380821	1	710000	710000	710000	0
6006096	1	1	1	3	1				1			2	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	2	2	2	2	2	2	1	1	1	1		4	2		2	60060961	248.97940889387	1	2074666.66666667	2074666.66666667	2074666.66666667	0
6006097	1	1	1	3	2				1			2	1	1	1	1		1	1			1	1	1		1		1	1					1	1	1	1	1	2	2	1	1	1	2	1		4	2		2	60060971	397.168963542777	3	810000	810000	270000	0
6006098	1	1	1	3	1				1			2	1	2	1	1			1	1		1	1	1		1		1	1					1	1	2	2	2	1	2	2	1	1	1	1		4	2		2	60060981	248.97940889387	2	700000	700000	350000	0
6006099	1	1	1	5	4		1					1	1	1	1	1			1	1		1	1	2										1	1	1	1	2	2	2	2	1	2	1	1		2	2		2	60060991	245.069939160913	7	1409750	1409750	201392.857142857	0
6006100	1	1	1	4	1					1		1	1	1	1	1		1	1	1		1	1	2										2	1	1	2	2	2	2	1	1	2	2	1		2	1	1	2	60061001	366.011175771862	1	275000	275000	275000	0
6006101	1	1	1	5	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	2	2	1	1	2	1	1		2	2		2	60061011	552.830979858108	3	1349806.66666667	1349806.66666667	449935.555555556	0
6006102	1	1	1	3	2				1			2	1	1	1	1			1	1		1	1	2										2	1	2	2	2	2	2	2	1	2	2	3		4	2		1	60061021	389.771472298303	3	2863000	2863000	954333.333333333	0
6006103	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	1	1	2	2	2	1	2	2	1		2	1	1	2	60061031	456.145687538938	2	253333.333333333	253333.333333333	126666.666666667	0
6006104	1	1	1	4	2				1			1	1	1	1	1			1	1		1	1	2										2	1	2	2	1	2	2	1	1	2	2	1		2	2		2	60061041	503.65493475219	4	866666.666666667	866666.666666667	216666.666666667	0
6006105	1	1	1	3	2				1			1	1	1	1	1			1	1		1	1	2										2	1	2	2	2	2	2	2	1	1	1	3		2	2		2	60061051	298.133024738797	2	1340833.33333333	1340833.33333333	670416.666666667	0
6006106	1	1	1	4	4				1			1	1	1	1	1			1	1		1	1	1		1	1	1						1	1	2	2	1	2	2	1	1	1	4	1		2	2		2	60061061	548.366762730014	3	1900000	1900000	633333.333333333	0
6006108	1	1	1	5	1				1			1	1	1	2	1		1	1	1		1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	2	6	1		2	2		2	60061081	530.735162451662	1	700000	700000	700000	0
6006110	1	1	1	3	2				1			2	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	1	1	1	2	2	1	1	1	4	1		4	2		2	60061101	319.106676523442	1	400000	400000	400000	0
6006111	1	1	1	4	3				1			1	1	1	2	1		1	1	1		1	1	1		1	1	1	1					1	1	2	2	1	2	2	1	1	2	2	1		2	2		2	60061111	253.199014409628	7	5252000	5252000	750285.714285714	0
6006112	1	1	1	4	1				1			2	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	1	1	1	2	2	1	1	2	6	1		4	2		2	60061121	261.605159675797	2	1050000	1050000	525000	0
6006113	1	1	1	4	1				1			1	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	2	2	2	2	2	1	1	1	6	1		2	2		2	60061131	319.106676523442	1	1925000	1925000	1925000	0
6006114	1	1	1	1	1				1			2	1	2	1	2			1			2	1	1		1	1	1	1					1	1	2	1	2	2	2	2	1	2	2	2		4	2		2	60061141	371.76955492796	2	225000	225000	112500	0
6006116	1	1	1	1	1				1			2	1	1	1	2		1	1	1		1	1	1		1		1	1					1	1	2	2	2	2	2	1	1	1	2	2		4	2		2	60061161	319.106676523442	1	200000	200000	200000	0
6006117	1	1	1	7	2				1			2	1	1	3	1		1	1	1		1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	2	6	1		4	2		2	60061171	705.628502852091	2	5400000	5400000	2700000	0
6006118	1	1	1	7	1				1			1	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	1	2	2	1	2	1	1	1	2	1		4	2		2	60061181	319.106676523442	1	650000	650000	650000	0
6006119	1	1	1	4	2				1			1	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	1	2	1	2	2	1	1	1	6	1		2	2		2	60061191	263.182082070696	5	5016666.66666667	5016666.66666667	1003333.33333333	0
6006121	1	1	1	2	1				1			2	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	2	2	1	1	2	1	1	1	6	3		4	2		2	60061211	530.735162451662	1	700000	700000	700000	0
6006122	1	1	1	3	2			1				2	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	2	2	2	2	2	1	1	1	6	1		4	2		2	60061221	686.913386894074	5	1750000	1750000	350000	0
6006125	1	1	1	3	2		1	1		1		1	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	2	2	1	1	2	1	1	1	2	1		2	1	6	2	60061251	447.364953120077	4	663000	663000	165750	0
6006126	1	1	1	3	2				1			2	1	2	1	1			1	1		1	1	1		1		1	1					2	1	2	2	2	2	2	1	1	1	2	1		4	1	6	2	60061261	717.567624589114	5	750000	750000	150000	0
6006128	1	1	1	6	4				1			2	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	1	2	1		4	2		2	60061281	460.835633708633	4	1070333.33333333	1070333.33333333	267583.333333333	0
6006129	1	1	1	3	3				1			2	1	2	1	1			1	1		1	1	1		1		1	1					2	1	2	2	2	2	2	1	1	1	2	1		4	1	6	2	60061291	541.51003772722	4	734000	734000	183500	0
6006130	1	1	1	5	2				1			1	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	2	2	1		2	2		2	60061301	382.131754270085	2	750000	750000	375000	0
6006131	1	1	1	3	1						1	2	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	1	2	2	1	2	1	1	2	6	3		4	2		2	60061311	253.199014409628	2	1300000	1300000	650000	0
6006132	1	1	1	2	1				1			1	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	2	2	2	2	2	1	1	1	2	1		4	2		2	60061321	507.974951214154	3	150000	150000	50000	0
6006133	1	1	1	4	1				1			1	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	1	1	1	2	2	1	1	2	2	3		2	2		2	60061331	253.199014409628	4	1875000	1875000	468750	0
6006134	1	1	1	3	2				1			2	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	2	2	2	2	2	1	1	1	6	1		4	2		2	60061341	557.025094670514	3	850000	850000	283333.333333333	0
6006135	1	1	1	2	1				1			2	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	2	2	2	1	2	1	1	2	6	1		4	2		2	60061351	530.735162451662	1	1787500	1787500	1787500	0
6006136	1	1	1	1	1				1			2	1	1	1	1			1	1		1	1	1		1		1	1					1	1	2	2	2	2	2	1	1	1	6	2		4	2		2	60061361	681.291369219685	1	250000	250000	250000	0
6006137	1	1	1	6	1				1			1	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	2	2	2	2	2	1	1	1	6	1		2	2		2	60061371	373.473422329584	2	2900000	2900000	1450000	0
6006139	1	1	1	4	1		1	1			1	2	1	1	4	1		1	1	1		1	1	1		1	1	1	1	1	1			1	1	1	1	2	1	2	1	1	1	4	1		4	2		1	60061391	902.635584383685	2	12733333.3333333	12733333.3333333	6366666.66666667	0
6006140	1	1	1	6	3						1	2	1	1	3	1		1	1	1		1	1	1		1		1	1	1				1	1	1	2	2	1	1	1	1	1	4	1		4	2		1	60061401	1224.58796603571	4	7050000	7050000	1762500	0
6006141	1	1	1	3	2						1	2	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	1	2	2	1	1	2	1		4	2		2	60061411	1612.29752640974	2	3637500	3637500	1818750	0
6006142	1	1	1	4	2				1			2	1	1	2	1		1	1	1		1	1	1		1		1	1		1			1	1	1	2	2	1	2	1	1	1	2	1		4	2		1	60061421	1356.83560093073	3	5000000	5000000	1666666.66666667	0
6006143	1	1	1	6	1				1			2	1	1	4	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	1	1	6	1		4	2		1	60061431	1002.8811932188	2	3007000	3007000	1503500	0
6006144	1	1	1	8	3				1			2	1	1	4	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	2	1		4	2		2	60061441	1027.54844194432	4	11058333.3333333	11058333.3333333	2764583.33333333	0
6006145	1	1	1	6	2				1			2	1	1	4	1		1	1	1		1	1	2										1	1	1	1	1	1	1	1	1	1	4	1		4	2		2	60061451	1207.59906704939	2	1500000	1500000	750000	0
6006146	1	1	1	5	4				1			2	1	1	4	1		1	1	1		1	1	1		1	1	1	1					1	1	1	1	1	1	2	1	1	1	1	1		4	2		2	60061461	559.952099748491	5	1400000	1400000	280000	0
6006147	1	1	1	6	2				1			2	1	1	4	1		1	1	1		1	1	1				1			1			1	1	1	1	1	2	2	1	1	1	1	1		4	2		1	60061471	613.533339295066	2	1158333.33333333	1158333.33333333	579166.666666667	0
6006148	1	1	1	4	2						1	2	1	1	2	1		1	1	1		1	1	1		1		1	1	1		1		1	1	1	1	2	1	1	1	1	1	4	1		4	1	1	1	60061481	1327.42236688137	4	9700500	9700500	2425125	0
6006149	1	1	1	3	2						1	2	1	1	1	1		1	1	1		2	1	2										1	1	1	2	2	2	2	1	1	1	1	1		4	2		2	60061491	986.099090207108	2	3861666.66666667	3861666.66666667	1930833.33333333	0
6006150	1	1	1	4	3						1	2	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	2	2	2	1	1	2	1		4	2		1	60061501	985.17694321093	3	4988333.33333333	4988333.33333333	1662777.77777778	0
6006151	1	1	1	4	1		1				1	2	1	1	2	1		1	1	1		1	1	2										1	1	2	1	2	1	2	1	10		6	1		4	2		2	60061511	1128.24134237115	2	12765000	12765000	6382500	0
6006152	1	1	1	3	2		1	1			1	2	1	1	1	1		1	1	1		1	1	2										2	1	1	2	2	1	2	1	1	1	2	1		1	2		2	60061521	1499.07591518627	4	8600000	8600000	2150000	0
6006153	1	1	1	3	2						1	1	1	1	1	1		1	1	1		1	1	2										1	1	1	1	2	1	2	1	1	2	2	1		2	2		2	60061531	936.687032941587	3	1570640	1570640	523546.666666667	0
6006154	1	1	1	3	1				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	5	1		2	2		2	60061541	1255.35822895204	1	2580000	2580000	2580000	0
6006155	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	1	2	1	2	1	1	1	2	1		2	2		2	60061551	1180.11656539419	3	2811166.66666667	2811166.66666667	937055.555555556	0
6006156	1	1	1	5	3				1			2	1	1	5	1		1	1	1		1	1	2										1	1	2	1	2	2	2	1	1	1	2	1		4	1	1	2	60061561	1240.35824001079	5	10429166.6666667	9433333.33333333	2358333.33333333	995833.333333333
6006157	1	1	1	5	1				1			2	1	1	3	1		1	1	1		1	1	2										1	1	1	2	2	1	2	2	1	1	4	1		4	2		2	60061571	1070.72824885889	1	2399193.41666667	2399193.41666667	2399193.41666667	0
6006158	1	1	1	4	2				1			1	1	1	1	1		1	1	1		1	1	1					1	1	1			1	1	1	1	2	2	2	1	1	1	1	1		2	2		2	60061581	879.64755742634	3	2844306.66666667	2844306.66666667	948102.222222222	0
6006159	1	1	1	5	2				1			1	1	1	3	1		1	1	1		1	1	1		1	1	1	1		1			1	1	1	2	2	1	1	1	1	1	6	1		2	2		1	60061591	1138.30584751204	2	9333333.33333333	9333333.33333333	4666666.66666667	0
6006160	1	1	1	4	3				1			1	1	1	1	1		1	1	1		1	1	2										1	1	2	1	2	2	2	2	1	1	2	1		2	2		2	60061601	263.604259489524	4	3311666.66666667	3311666.66666667	827916.666666667	0
6006162	1	1	1	3	1				1			1	1	1	1	1		1	1	1		1	1	1				1	1		1			1	1	1	1	1	1	2	1	1	1	2	1		2	1	6	2	60061621	292.125589643808	2	470000	470000	235000	0
6006163	1	1	1	4	3				1			1	1	1	1	1		1	1	1		1	1	2										2	1	2	2	2	2	2	1	1	1	2	1		2	2		2	60061631	644.876304371141	4	1329050.33333333	1329050.33333333	332262.583333333	0
6006164	1	1	1	3	2						1	1	1	1	1	1		1	1	1		1	1	2										2	1	1	1	2	2	2	1	1	1	2	1		2	2		2	60061641	656.950232511573	5	1180000	1180000	236000	0
6006165	1	1	1	8	1						1	1	2	1	3	1		1	1	1		1	1	1		1		1	1					1	1	1	1	1	1	2	1	1	1	4	1		2	1	1	2	60061651	164.445367712513	2	11150000	11150000	5575000	0
6006166	1	1	1	3	1				1			2	1	1	2	1		1	1	1		1	1	1		1		1	1					1	1	1	1	1	1	1	1	10		6	1		4	2		2	60061661	1147.66017636266	2	2866666.66666667	2866666.66666667	1433333.33333333	0
6006167	1	1	1	3	1				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	2	5	1				2	60061671	1488.41231205635	1	2100000	2100000	2100000	0
6006168	1	1	1	3	2				1			2	3	1	1	1			1	1		1	4	2										1	1	1	2	2	2	2	1	1	1	1	1		4	2		2	60061681	1102.71553503926	4	1890000	1890000	472500	0
6006169	1	1	1	1	1				1			2	3	1	1	1			1	1		2	4	2										1	1	1	2	2	2	2	1	1	1	1	2		3	2		2	60061691	650.292135190508	2	255000	255000	127500	0
6006170	1	1	1	1	1				1			2	2	1	1	1			1	1		1	4	2										1	1	2	2	1	2	2	1	1	1	1	1		4	2		2	60061701	587.353199933373	3	1370857	1370857	456952.333333333	0
6006171	1	1	1	4	3				1			2	3	1	1	1		1	1	1		1	4	1		1	1	1	1					1	1	1	2	2	2	2	1	1	1	2	1		4	1	6	2	60061711	587.353199933373	3	1172146	1172146	390715.333333333	0
6006172	1	1	1	4	1				1			1	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	6	1		2	2		1	60061721	1068.59714713339	2	3600000	3600000	1800000	0
6006173	1	1	1	4	2		1					1	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	1	1	1	1	1	2	1		2	2		2	60061731	1548.04637077093	2	700000	700000	350000	0
6006174	1	1	1	4	2				1			1	1	1	2	1		1	1	1		1	1	1		1	1	1	1	1				1	1	1	1	2	1	1	1	1	1	2	1		2	2		1	60061741	952.794198464688	3	1831666.66666667	1831666.66666667	610555.555555556	0
6006175	1	1	1	4	2				1			1	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	1	2	2	1	1	2	1		2	2		1	60061751	1207.29423507724	3	2210000	2210000	736666.666666667	0
6006176	1	1	1	4	1				1			1	1	1	2	1		1	1	1		1	1	1		1	1	1						1	1	1	2	2	2	2	1	1	1	2	1		2	2		2	60061761	1896.13076984533	2	1500000	1500000	750000	0
6006177	1	1	1	2	1				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	6	1		2	2		2	60061771	1488.41231205635	1	1035000	1035000	1035000	0
6006178	1	1	1	3	1				1			2	2	1	1	1					1	1	1	2										1	1	2	2	2	2	2	1	1	2	1	1		4	2		2	60061781	358.191936471047	1	1000000	1000000	1000000	0
6006179	1	1	1	2	1		1	1				1	2	1	1	1					1	1	1	2										1	1	2	2	2	2	2	2	1	2	1	1		2	2		2	60061791	276.907495650028	2	1020000	1020000	510000	0
6006180	1	1	1	2	2				1			1	2	2	1	1			1	1		1	1	2										2	1	2	2	2	2	2	1	1	2	1	3		2	1	6	2	60061801	478.718850977133	5	826666.666666667	826666.666666667	165333.333333333	0
6006181	1	1	1	3	2				1			1	2	1	1	1		1	1	1		1	1	2										1	1	2	2	2	2	2	1	1	2	6	1		2	2		2	60061811	481.314712729714	4	3287500	3287500	821875	0
6006182	1	1	1	2	2		1	1				2	2	1	1	1		1	1			1	4	2										1	1	2	2	2	2	2	1	3		6	1		4	1	6	2	60061821	2484.50639373818	5	2790000	2790000	558000	0
6006184	1	1	1	1	1						1	2	6						1			1	4	2										1	1	1	2	2	2	2	1	10		6	1		4	2		2	60061841	2017.98274068196	1	1377000	1377000	1377000	0
6006185	1	1	1	2	2		1					2	1	2	1	1					1	1	4	2										1	1	2	1	2	2	2	1	2	2	1	4		4	1	6	2	60061851	852.057981455089	9	751666.666666667	751666.666666667	83518.5185185185	0
6006186	1	1	1	2	1						1	2	1	2	1	1			1			1	4	2										1	1	2	2	1	2	2	1	1	2	1	1		4	1	6	2	60061861	233.660071756783	1	300000	300000	300000	0
6006187	1	1	1	3	1		1				1	2	1	2	1	1			1			1	4	2										2	1	1	2	2	2	2	1	1	2	2	4		4	1	6	2	60061871	233.660071756783	1	173333.333333333	173333.333333333	173333.333333333	0
6006188	1	1	1	3	2		1	1			1	2	1	2	1	1			1			1	4	2										1	1	2	1	2	2	2	1	1	2	1	4		6	1	4	2	60061881	341.224085527361	2	450000	450000	225000	0
6006189	1	1	1	3	1		1	1			1	2	1	2	1	1			1			1	4	2										1	1	2	1	2	2	2	1	1	2	2	1		4	2		2	60061891	422.508526348381	1	470000	470000	470000	0
6006190	1	1	1	3	1						1	2	3	2	1	1			1	1		2	4	2										1	1	2	2	2	2	2	2	1	2	2	1		6	1	4	2	60061901	358.191936471047	1	130000	130000	130000	0
6006191	1	1	1	2	1		1					2	2	2	1	1			1			1	5	2										1	1	2	2	2	2	2	1	1	2	1	1		6	1	4	2	60061911	422.508526348381	1	533333.333333333	533333.333333333	533333.333333333	0
6006192	1	1	1	3	1						1	2	2	2	1	1			1			1	4	2										2	1	2	2	2	2	2	1	1	2	1	4		6	1	4	2	60061921	358.191936471047	1	226666.666666667	226666.666666667	226666.666666667	0
6006193	1	1	1	2	2						1	2	2	2	1	1					1	1	4	2										1	1	2	1	2	2	2	1	1	2	2	4		6	2		2	60061931	1080.5088912391	5	437500	437500	87500	0
6006194	1	1	1	1	1						1	2	6						1			2	4	2										1	1	2	2	2	2	2	2	1	2	1	4		6	2		2	60061941	233.660071756783	1	348333.333333333	348333.333333333	348333.333333333	0
6006195	1	1	1	2	1						1	2	2	2	1	1			1			1	4	2										2	1	2	2	2	2	2	1	1	2	2	1		6	2		2	60061951	276.907495650028	2	440000	440000	220000	0
6006197	1	1	1	5	3				1			1	1	1	3	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	1	1		2	2		1	60061971	1602.92136268129	3	8099806.66666667	8099806.66666667	2699935.55555556	0
6006198	1	1	1	4	3				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	2	1		2	2		1	60061981	1755.26430923044	4	3243452.33333333	3243452.33333333	810863.083333333	0
6006199	1	1	1	3	2				1			1	1	1	1	1			1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	1	1		2	2		2	60061991	2596.66378998226	3	800000	800000	266666.666666667	0
6006200	1	1	1	4	3				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	1	1		2	2		2	60062001	1317.85785171355	3	1910690.33333333	1910690.33333333	636896.777777778	0
6006201	1	1	1	5	3				1			1	1	1	2	1		1	1	1		1	1	2										1	1	2	1	1	1	2	1	1	1	1	1		2	2		2	60062011	2261.41586708674	3	1007500	1007500	335833.333333333	0
6006203	1	1	1	3	1				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	1	1		2	2		2	60062031	1743.23383926271	1	6450000	6450000	6450000	0
6006204	1	1	1	5	2				1			1	1	1	2	1		1	1	1		1	1	1				1						1	1	1	2	2	1	1	1	1	1	1	1		2	2		1	60062041	948.492553958674	3	23700000	23700000	7900000	0
6006205	1	1	1	4	2				1			1	1	1	3	1		1	1	1		1	1	1		1	1		1					1	1	1	1	2	1	1	1	1	1	2	1		2	2		1	60062051	1616.52229234767	3	3000000	3000000	1000000	0
6006206	1	1	1	5	3				1			1	1	1	2	1		1	1	1		1	1	1		1		1						1	1	1	2	2	1	1	1	1	1	1	1		2	2		1	60062061	1923.51684161568	3	2200000	2200000	733333.333333333	0
6006207	1	1	1	5	1				1			1	1	1	2	1		1	1	1		1	1	1		1		1	1	1				1	1	2	2	2	1	1	2	1	1	2	1		2	2		1	60062071	1523.74538065494	2	7050000	7050000	3525000	0
6006208	1	1	1	5	2				1			1	1	1	4	1		1	1	1		1	1	2										1	1	1	2	2	1	1	1	1	1	4	1		2	2		1	60062081	1616.52229234767	3	6450000	6450000	2150000	0
6006209	1	1	1	5	4				1			1	1	1	4	1		1	1	1		1	1	1		1	1	1	1					1	1	1	2	2	1	1	2	1	1	2	1		2	2		1	60062091	1481.8888218246	5	8087717	8087717	1617543.4	0
6006210	1	1	1	3	2				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	1	1		4	1	1	1	60062101	5809.48652075942	2	1420500	1420500	710250	0
6006211	1	1	1	3	2				1			1	1	1	2	1		1	1	1		1	1	1		1		1						1	1	1	2	2	2	2	1	1	1	1	1		2	2		1	60062111	7798.33877311373	4	2934429.25	2934429.25	733607.3125	0
6006212	1	1	1	7	4				1			1	1	1	3	1		1	1	1		1	1	1		1	1	1		1				1	1	1	1	2	1	2	1	1	1	1	1		2	1	1	1	60062121	5287.70137823872	4	2914666.66666667	2914666.66666667	728666.666666667	0
6006213	1	1	1	5	3				1			1	1	1	1	1		1	1	1		1	1	2										2	1	2	2	2	2	2	2	1	1	1	1		2	2		1	60062131	3566.14849726302	2	1083333.33333333	1083333.33333333	541666.666666667	0
6006214	1	1	1	6	2				1			1	1	1	2	1		1	1	1		1	1	1		1	1	1	1	1				1	1	2	1	1	2	2	1	1	1	1	1		2	2		1	60062141	3566.14849726302	2	4000000	4000000	2000000	0
