DIRECTORIO	NRO_ENCUESTA	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P3	P5660	P1070	P4005	P4015	P4567	P8520	P8520S1	P8520S1A1	P8520S3	P8520S4	P8520S4A1	P8520S5	P4065	P4065S1	P4065S2	P4065S3	P4065S4	P5661	P5661S1	P5661S2	P5661S3	P5661S4	P5661S5	P5661S6	P5661S7	P5661S8	CANT_HOG_COMPLETOS	P1_DEPARTAMENTO	REGION	REGION_BUENAVENTURA	FEX_C
5006914	590	1	1	1	1	13-09-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		2	2	2	2		1								2	54	2		2319.94513650514
5006915	590	1	1	1	1	13-09-2016 00:00:00	2	1	6	4		1	2	1	1	3	1		2	2	2	2			1		1		1			1	54	2		2315.96572547647
5006916	590	1	1	1	1	13-09-2016 00:00:00	2	1	6	4		1	2	1	1	3	1		2	2	2	2									1	1	54	2		2463.49720661564
5006917	590	1	1	1	1	13-09-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		2	2	2	2		1	1	1	1		1			1	54	2		2086.90240052223
5006918	590	1	1	1	1	13-09-2016 00:00:00	2	1	4	4		1	1	1	1	3	1		2	2	2	2									1	1	54	2		2469.95549404016
5006920	590	1	1	1	1	14-09-2016 00:00:00	1	1	4	4		1	1	1	1	3	1		2	2	1	1		1								1	54	2		2584.35696751644
5006921	590	1	1	1	1	14-09-2016 00:00:00	1	1	4	2		1	4	1	1	3	1		2	2	2	2			1							1	54	2		2617.22711706044
5006922	590	1	1	1	1	15-09-2016 00:00:00	1	1	4	2		1	4	1	1	3	1		2	2	1	2			1							1	54	2		2354.79631930626
5006923	590	1	1	1	1	15-09-2016 00:00:00	1	1	4	2		1	4	1	1	3	1		2	2	2	2			1							1	54	2		2747.32579799624
5006924	590	1	1	1	1	15-09-2016 00:00:00	1	1	4	2		1	4	1	1	3	1		2	2	2	2			1							1	54	2		2391.53212171563
5006925	590	1	1	1	1	16-09-2016 00:00:00	1	1	4	2		1	4	1	1	3	1		2	2	2	2		1	1		1					1	54	2		1930.39634087429
5006926	590	1	1	1	1	19-09-2016 00:00:00	1	1	4	1		1	4	1	1	3	1		2	2	2	2							1			1	54	2		2141.16586028533
5006927	590	1	1	1	1	19-09-2016 00:00:00	1	1	4	4		1	1	1	1	3	1		2	2	1	2							1			2	54	2		3407.24738880698
5006928	590	1	1	1	1	19-09-2016 00:00:00	1	1	4	4		1	2	1	1	2	1		2	2	1	2					1					1	54	2		2255.83167528782
5006930	590	1	1	1	1	20-09-2016 00:00:00	2	1	6	4		1	2	1	1	3	1		2	2	2	2			1			1	1			1	54	2		2268.1605531379
5006931	590	1	1	1	1	20-09-2016 00:00:00	1	1	6	4		1	2	1	1	3	1		1	2	1	2									1	2	54	2		2090.38448829496
5006933	590	1	1	1	1	20-09-2016 00:00:00	2	1	4	4		1	2	1	1	3	1		2	2	2	2									1	1	54	2		2720.32175547047
5006934	590	1	1	1	1	21-09-2016 00:00:00	1	1	4	4		1	2	1	1	2	1		1	2	1	2									1	1	54	2		2648.35667057047
5006935	590	1	1	1	1	21-09-2016 00:00:00	2	4	4	2		1	2	1	1	3	1		2	2	2	2									1	1	54	2		2296.299876728
5006936	590	1	1	1	1	21-09-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2							1			2	54	2		2572.52593280509
5006937	590	1	1	1	1	21-09-2016 00:00:00	1	1	4	5		1	3	1	1	3	1		2	2	2	2									1	1	54	2		2067.23655177375
5006939	590	1	1	1	1	21-09-2016 00:00:00	1	1	6	4		1	2	1	1	3	1		2	2	2	2									1	1	54	2		2066.36112882832
5006940	590	1	1	1	1	22-09-2016 00:00:00	2	1	4	4		1	2	1	1	3	1		2	2	2	2									1	1	54	2		2693.05785482581
5006941	590	1	1	1	1	22-09-2016 00:00:00	1	1	4	2		1	2	1	1	3	1		2	2	2	2									1	1	54	2		2111.9377360291
5006942	590	1	1	1	1	22-09-2016 00:00:00	1	1	4	2		1	2	1	1	3	1		2	2	2	2									1	1	54	2		2159.74290836767
5006943	590	1	1	1	1	22-09-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		2	2	1	2									1	1	54	2		2370.99085002172
5006944	590	1	1	1	1	22-09-2016 00:00:00	2	1	6	4		1	2	1	1	3	1		2	2	2	2									1	1	54	2		2863.72324221804
5006945	590	1	1	1	1	23-09-2016 00:00:00	1	1	4	2		1	2	1	1	3	1		1	2	2	2		1			1					1	54	2		2343.72694937706
5006946	590	1	1	1	1	23-09-2016 00:00:00	1	1	4	1		1	4	1	1	3	1		2	2	2	2									1	1	54	2		2360.4025682056
5006947	590	1	1	1	1	23-09-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		1	2	1	2					1					1	54	2		1762.60683058035
5006948	590	1	1	1	2	24-09-2016 00:00:00	1	1	6	4		1	1	2	1	1	1		2	2	2	1			1					1		1	54	2		210.538358792253
5006949	590	1	1	1	2	24-09-2016 00:00:00	1	1	4	4		1	1	2	1	1	1		2	2	2	2									1	1	54	2		215.500205445584
5006950	590	1	1	1	2	24-09-2016 00:00:00	1	1	6	4		1	1	2	1	1	1		2	2	2	2								1		1	54	2		127.376683257621
5006951	590	1	1	1	2	24-09-2016 00:00:00	1	1	6	3		1	1	2	1	1	1		2	2	2	2		1			1			1		1	54	2		174.704905273099
5006952	590	1	1	1	1	24-09-2016 00:00:00	2	1	4	3		1	2	1	1	3	1		2	2	2	2									1	1	54	2		2693.05785482581
5006953	590	1	1	1	2	25-09-2016 00:00:00	1	1	6	4		1	1	1	1	1	1		2	2	2	2		1	1					1		1	54	2		151.771266570605
5006954	590	1	1	1	2	25-09-2016 00:00:00	1	1	6	4		1	1	1	1	1	1		2	2	2	2		1	1					1		1	54	2		247.727870266391
5006955	590	1	1	1	2	25-09-2016 00:00:00	1	1	6	4		1	1	1	1	1	1		2	2	2	2								1		1	54	2		174.194419521132
5006956	590	1	1	1	1	25-09-2016 00:00:00	2	1	4	4		1	2	1	1	2	1		2	2	2	2									1	1	54	2		2484.51690055256
5006957	590	1	1	1	2	26-09-2016 00:00:00	1	1	6	4		1	1	2	1	1	1		2	2	2	2								1		1	54	2		201.209856902899
5006958	590	1	1	1	1	27-09-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	54	2		2484.51690055256
5006959	590	1	1	1	2	27-09-2016 00:00:00	1	1	6	4		1	1	2	1	1	1		2	2	2	2								1		1	54	2		158.796762819455
5006960	590	1	1	1	1	09-09-2016 00:00:00	1	1	4	3		1	2	1	1	2	1		2	2	1	2			1							1	54	2		912.146078259897
5006963	590	1	1	1	3	12-09-2016 00:00:00	1	7	7	3		2		2	2		2		2	2	2	2									1	1	54	2		357.037388827282
5006964	590	1	1	1	1	13-09-2016 00:00:00	1	1	4	4		1	3	1	1	2	1		2	2	2	2		1			1					1	54	2		844.052535310154
5006965	590	1	1	1	1	13-09-2016 00:00:00	1	1	4	4		1	2	1	1	2	1		2	2	2	2		1								1	54	2		879.810729054578
5006966	590	1	1	1	1	14-09-2016 00:00:00	1	1	4	4		1	3	1	1	2	1		2	2	2	2		1			1					1	54	2		902.696359390159
5006967	590	1	1	1	1	14-09-2016 00:00:00	1	1	4	4		1	3	1	1	2	1		2	2	2	2			1							1	54	2		884.364551651562
5006968	590	1	1	1	1	16-09-2016 00:00:00	1	1	4	3		1	3	1	1	2	1		2	2	2	2								1		1	54	2		1102.87020885124
5006969	590	1	1	1	1	17-09-2016 00:00:00	1	1	4	4		1	3	1	1	2	1		2	2	2	2									1	1	54	2		805.937167600481
5006970	590	1	1	1	1	22-09-2016 00:00:00	1	1	4	3		1	3	1	1	2	1		2	2	2	2									1	1	54	2		860.49502198702
5006971	590	1	1	1	1	14-09-2016 00:00:00	1	1	6	2		1	1	1	1	3	1		2	2	2	2		1					1			1	81	9		196.636670376672
5006972	590	1	1	1	1	14-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	81	9		316.054916577372
5006973	590	1	1	1	1	01-10-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		2	2	2	2									1	1	81	9		196.636670376672
5006974	590	1	1	1	1	22-09-2016 00:00:00	2	3	6	4		1	2	1	1	3	1		2	2	2	2		1								1	81	9		171.689424437561
5006976	590	1	1	1	1	22-09-2016 00:00:00	3	3	6	4		1	2	1	1	3	1		2	2	2	2									1	1	81	9		568.237459823067
5006977	590	1	1	1	1	23-09-2016 00:00:00	1	1	6	4		1	2	1	1	3	1		2	2	2	2		1								1	81	9		224.186143775033
5006978	590	1	1	1	1	23-09-2016 00:00:00	1	1	6	4		1	2	1	1	3	1		2	2	2	2				1						1	81	9		594.189151294609
5006979	590	1	1	1	1	24-09-2016 00:00:00	3	3	6	4		1	3	1	1	3	1		2	2	2	2		1								1	81	9		288.264232811947
5006980	590	1	1	1	1	24-09-2016 00:00:00	2	3	6	4		1	3	1	1	3	1		2	2	2	2		1								1	81	9		275.957107155471
5006981	590	1	1	1	1	24-09-2016 00:00:00	1	1	4	4		1	2	1	1	2	1		2	2	2	2		1								1	81	9		171.689424437561
5006982	590	1	1	1	1	24-09-2016 00:00:00	1	1	6	4		1	2	1	1	3	1		2	2	2	2									1	1	81	9		686.757697750244
5006983	590	1	1	1	1	25-09-2016 00:00:00	2	1	4	2		1	2	1	1	3	1		2	2	2	2									1	1	81	9		317.155184928405
5006984	590	1	1	1	1	27-09-2016 00:00:00	1	1	6	1		1	3	1	1	2	1		2	2	2	2									1	1	81	9		299.275788919893
5006985	590	1	1	1	1	27-09-2016 00:00:00	1	1	4	1		1	3	1	1	2	1		2	2	2	2									1	1	81	9		299.275788919893
5006986	590	1	1	1	1	27-09-2016 00:00:00	1	1	4	4		1	3	1	1	2	1		2	2	2	2									1	1	81	9		502.480021555186
5006987	590	1	1	1	1	27-09-2016 00:00:00	1	1	6	4		1	3	1	1	2	1		2	2	2	2									1	1	81	9		299.275788919893
5006988	590	1	1	1	1	27-09-2016 00:00:00	1	1	6	3		1	3	1	1	2	1		2	2	2	2									1	1	81	9		299.275788919893
5006989	590	1	1	1	1	27-09-2016 00:00:00	1	1	4	3		1	3	1	1	2	1		2	2	2	2									1	1	81	9		598.066448640074
5006990	590	1	1	1	1	27-09-2016 00:00:00	1	1	4	4		1	3	1	1	2	1		2	2	2	2							1			1	81	9		171.689424437561
5006991	590	1	1	1	1	27-09-2016 00:00:00	1	1	6	4		1	2	1	1	2	1		2	2	2	2									1	1	81	9		299.275788919893
5006992	590	1	1	1	1	27-09-2016 00:00:00	1	1	6	4		1	2	1	1	3	1		2	2	2	2									1	1	81	9		299.275788919893
5006993	590	1	1	1	1	28-09-2016 00:00:00	2	1	4	4		1	2	1	1	3	1		2	2	2	2									1	1	81	9		299.275788919893
5006994	590	1	1	1	1	28-09-2016 00:00:00	2	1	4	5		1	2	1	1	3	1		1	2	2	2									1	1	81	9		299.275788919893
5006995	590	1	1	1	1	28-09-2016 00:00:00	1	1	2	3		1	2	1	1	2	1		2	2	2	2									1	1	81	9		1197.10315567957
5006996	590	1	1	1	1	28-09-2016 00:00:00	1	1	6	4		1	2	1	1	3	1		2	2	2	2									1	1	81	9		430.839562115039
5006997	590	1	1	1	1	28-09-2016 00:00:00	1	1	6	4		1	2	1	1	3	1		2	2	2	2									1	1	81	9		299.275788919893
5006998	590	1	1	1	1	28-09-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2									1	1	81	9		299.275788919893
5006999	590	1	1	1	1	28-09-2016 00:00:00	1	1	6	4		1	2	1	1	3	1		2	2	2	2									1	1	81	9		481.200045969094
5007000	590	1	1	1	1	28-09-2016 00:00:00	1	1	6	3		1	2	1	1	3	1		2	2	2	2									1	1	81	9		587.429236598705
5007001	590	1	1	1	1	28-09-2016 00:00:00	1	1	6	3		1	2	1	1	3	1		2	2	2	2									1	1	81	9		390.784029144332
5007002	590	1	1	1	1	28-09-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		2	2	2	2									1	1	81	9		299.275788919893
5007003	590	1	1	1	1	29-09-2016 00:00:00	1	3	6	4		1	3	1	1	3	1		2	2	2	2									1	1	81	9		291.892997879327
5007004	590	1	1	1	1	29-09-2016 00:00:00	2	3	6	4		1	2	1	1	3	1		2	2	2	2									1	1	81	9		686.757697750244
5007005	590	1	1	1	1	29-09-2016 00:00:00	1	1	4	3		1	1	1	1	3	1		2	2	2	2									1	1	81	9		552.840505409242
5007006	590	1	1	1	1	29-09-2016 00:00:00	1	5	6	4		1	1	1	1	3	1		2	2	2	2									1	1	81	9		659.242554558554
5007007	590	1	1	1	1	29-09-2016 00:00:00	1	3	4	4		1	3	1	1	3	1		2	2	2	2				1			1			1	81	9		567.95914946132
5007008	590	1	1	1	1	29-09-2016 00:00:00	1	1	4	5		1	1	1	1	3	1		2	2	2	2									1	1	81	9		694.138004924674
5007009	590	1	1	1	1	29-09-2016 00:00:00	1	5	7	4		1	1	1	1	3	1		2	2	2	2									1	1	81	9		299.275788919893
5007010	590	1	1	1	1	29-09-2016 00:00:00	3	3	4	4		1	3	1	1	3	1		2	2	2	2									1	1	81	9		554.320921532826
5007011	590	1	1	1	1	29-09-2016 00:00:00	1	5	6	4		1	1	1	1	3	1		2	2	2	2									1	1	81	9		299.275788919893
5007012	590	1	1	1	1	29-09-2016 00:00:00	1	5	6	4		1	1	1	1	3	1		2	2	2	2									1	1	81	9		1044.38826357399
5007014	590	1	1	1	1	29-09-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		2	2	2	2									1	1	81	9		299.275788919893
5007015	590	1	1	1	1	30-09-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2									1	1	81	9		570.288230592302
5007016	590	1	1	1	1	29-09-2016 00:00:00	1	3	6	4		1	3	1	1	3	1		2	2	2	2									1	1	81	9		393.930138659803
5007017	590	1	1	1	1	30-09-2016 00:00:00	1	1	4	2		1	2	1	1	3	1		2	2	2	2									1	1	81	9		299.275788919893
5007018	590	1	1	1	1	30-09-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		2	2	2	2									1	1	81	9		822.795784272163
5007019	590	1	1	1	1	30-09-2016 00:00:00	2	1	4	4		1	2	1	1	3	1		2	2	2	2									1	1	81	9		299.275788919893
5007020	590	1	1	1	1	30-09-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		2	2	2	2									1	1	81	9		1197.10315567957
5007021	590	1	1	1	1	30-09-2016 00:00:00	1	1	6	4		1	2	1	1	3	1		2	2	2	2									1	1	81	9		491.357680314105
5007023	590	1	1	1	1	30-09-2016 00:00:00	1	1	4	5		1	2	1	1	3	1		2	2	2	2									1	1	81	9		299.275788919893
5007024	590	1	1	1	1	30-09-2016 00:00:00	1	1	4	3		1	3	1	1	2	1		2	2	2	2		1								1	81	9		171.689424437561
5007025	590	1	1	1	1	30-09-2016 00:00:00	1	1	6	2		1	3	1	1	2	1		2	2	2	2									1	1	81	9		352.831226876419
5007026	590	1	1	1	1	30-09-2016 00:00:00	1	1	7	4		1	1	1	1	3	1		2	2	2	2		1					1			1	81	9		666.359786876901
5007029	590	1	1	1	1	30-09-2016 00:00:00	1	1	4	4		1	1	1	1	3	1		2	2	2	2									1	1	81	9		666.359786876901
5007030	590	1	1	1	1	30-09-2016 00:00:00	1	1	4	2		1	3	1	1	3	1		2	2	2	2									1	1	81	9		311.228757065664
5007031	590	1	1	1	1	30-09-2016 00:00:00	1	1	6	4		1	1	1	1	3	1		2	2	2	2									1	1	81	9		430.839562115039
5007032	590	1	1	1	1	30-09-2016 00:00:00	1	1	4	4		1	1	1	1	3	1		2	2	2	2									1	1	81	9		299.275788919893
5007033	590	1	1	1	1	30-09-2016 00:00:00	1	1	4	2		1	2	1	1	3	1		2	2	2	2									1	1	81	9		343.100538513375
5007034	590	1	1	1	1	01-10-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		2	2	2	2									1	1	81	9		171.689424437561
5007035	590	1	1	1	1	01-10-2016 00:00:00	1	1	6	3		1	1	1	1	3	1		2	2	2	2									1	1	81	9		299.275788919893
5007036	590	1	1	1	1	01-10-2016 00:00:00	1	1	4	2		1	2	1	1	2	1		2	2	2	2									1	1	81	9		299.275788919893
5007037	590	1	1	1	1	01-10-2016 00:00:00	1	1	6	3		1	1	1	1	3	1		2	2	2	2									1	1	81	9		299.275788919893
5007038	590	1	1	1	1	01-10-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		2	2	2	2									1	1	81	9		299.275788919893
5007039	590	1	1	1	1	01-10-2016 00:00:00	1	1	4	3		1	1	1	1	3	1		2	2	2	2									1	1	81	9		299.275788919893
5007040	590	1	1	1	1	01-10-2016 00:00:00	1	1	4	5		1	2	1	1	3	1		2	2	2	2									1	1	81	9		580.618723457014
5007041	590	1	1	1	1	01-10-2016 00:00:00	1	1	4	3		1	1	1	1	3	1		2	2	2	2									1	1	81	9		580.618723457014
5007042	590	1	1	1	1	01-10-2016 00:00:00	1	1	4	4		1	1	1	1	3	1		2	2	2	2									1	1	81	9		299.275788919893
5007043	590	1	1	1	1	01-10-2016 00:00:00	1	1	4	3		1	1	1	1	3	1		2	2	2	2									1	1	81	9		542.510012544529
5007044	590	1	1	1	1	01-10-2016 00:00:00	1	1	4	4		1	1	1	1	3	1		2	2	2	2									1	1	81	9		299.275788919893
5007046	590	1	1	1	1	03-10-2016 00:00:00	1	1	4	4		1	3	1	1	2	1		2	2	2	2									1	1	81	9		171.689424437561
5007047	590	1	1	1	1	03-10-2016 00:00:00	1	3	4	4		1	3	1	1	3	1		2	2	2	2									1	1	81	9		281.883535018213
5007049	590	1	1	1	1	08-09-2016 00:00:00	1	1	4	2		1	4	1	1	3	1		2	2	2	2		1								1	76	7		1635.55627307422
5007050	590	1	1	1	1	08-09-2016 00:00:00	2	5	6	4		1	2	1	1	3	1		2	2	2	1			1		1		1			1	76	7		1849.53172519763
5007053	590	1	1	1	1	12-09-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2			1	1						1	76	7		1966.02945790058
5007054	590	1	1	1	1	13-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	76	7		1962.74528074682
5007055	590	1	1	1	1	13-09-2016 00:00:00	1	1	4	4		1	2	1	1	2	1		2	2	2	2									1	1	76	7		1543.25046914624
5007058	590	1	1	1	1	14-09-2016 00:00:00	2	1	6	3		1	2	1	1	3	1		2	2	2	2		1			1			1		1	76	7		1957.18709283286
5007060	590	1	1	1	1	16-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2			1					1		1	76	7		1806.58731702949
5007061	590	1	1	1	1	17-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2		1					1	1		1	76	7		2029.94052957742
5007062	590	1	1	1	1	17-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	76	7		2240.062625664
5007063	590	1	1	1	1	17-09-2016 00:00:00	2	1	4	3		1	5	1	1	3	1		2	2	2	2									1	1	76	7		1996.18045167434
5007064	590	1	1	1	1	18-09-2016 00:00:00	2	1	4	3		1	5	1	1	3	1		2	2	2	2		1								1	76	7		1833.99177278678
5007065	590	1	1	1	1	17-09-2016 00:00:00	2	1	3	1		1	3	1	1	3	1		2	2	2	2					1		1	1		1	76	7		2273.82270356709
5007066	590	1	1	1	1	17-09-2016 00:00:00	2	1	4	1		1	3	1	1	2	1		2	2	2	2									1	1	76	7		2029.94052957742
5007067	590	1	1	1	1	19-09-2016 00:00:00	1	1	4	3		1	4	1	1	3	1		1	2	2	2					1					1	76	7		2117.19221259349
5007068	590	1	1	1	1	19-09-2016 00:00:00	1	1	4	1		1	4	1	1	3	1		2	2	2	2									1	1	76	7		1710.49326894571
5007069	590	1	1	1	1	19-09-2016 00:00:00	2	1	4	3		1	2	1	1	3	1		2	2	2	2								1		1	76	7		2029.94052957742
5007070	590	1	1	1	1	19-09-2016 00:00:00	1	1	4	3		1	4	1	1	3	1		2	2	2	2							1			1	76	7		1660.10384928205
5007072	590	1	1	1	1	19-09-2016 00:00:00	1	1	4	3		1	4	1	1	3	1		2	2	2	2			1					1		1	76	7		1716.05145685966
5007073	590	1	1	1	1	19-09-2016 00:00:00	2	1	4	3		1	5	1	1	3	1		2	2	2	2		1								1	76	7		2057.23464380172
5007074	590	1	1	1	1	20-09-2016 00:00:00	1	1	4	3		1	4	1	1	2	1		2	2	2	2							1	1		1	76	7		1895.04596491417
5007075	590	1	1	1	1	20-09-2016 00:00:00	1	1	4	3		1	2	1	1	2	1		2	2	2	2				1			1	1		1	76	7		1822.29252816961
5007076	590	1	1	1	1	20-09-2016 00:00:00	2	1	4	3		1	2	1	1	3	1		2	2	2	2			1		1					1	76	7		1716.05145685966
5007078	590	1	1	1	1	20-09-2016 00:00:00	2	1	4	1		1	4	1	1	3	1		2	2	2	2							1			1	76	7		1898.87943872194
5007082	590	1	1	1	1	20-09-2016 00:00:00	2	5	4	1		1	4	1	1	3	1		2	2	1	2				1				1		1	76	7		2027.12887967993
5007084	590	1	1	1	1	20-09-2016 00:00:00	2	1	4	4		1	2	1	1	3	1		2	2	2	2									1	1	76	7		1884.43365608831
5007085	590	1	1	1	1	20-09-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	76	7		1962.74528074682
5007086	590	1	1	1	1	21-09-2016 00:00:00	2	1	4	3		1	2	1	1	3	1		2	2	2	2		1		1			1			1	76	7		1604.25219763576
5007087	590	1	1	1	1	21-09-2016 00:00:00	2	1	4	3		1	2	1	1	3	1		2	2	2	2									1	1	76	7		1716.05145685966
5007088	590	1	1	1	1	21-09-2016 00:00:00	2	1	4	1		1	4	1	1	3	1		2	2	2	2		1								1	76	7		2192.12920846498
5007091	590	1	1	1	1	21-09-2016 00:00:00	2	1	4	1		1	4	1	1	3	1		2	2	2	2		1								1	76	7		1783.24670569026
5007092	590	1	1	1	1	21-09-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2		1					1			1	76	7		1902.11838622374
5007093	590	1	1	1	1	21-09-2016 00:00:00	2	1	6	4		1	2	1	1	3	1		2	2	2	2									1	1	76	7		2322.02856410381
5007094	590	1	1	1	1	21-09-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2									1	2	76	7		2241.45997923621
5007095	590	1	1	1	1	22-09-2016 00:00:00	2	1	4	1		1	4	1	1	3	1		2	2	2	2		1	1			1		1		1	76	7		2029.94052957742
5007096	590	1	1	1	1	22-09-2016 00:00:00	2	1	4	3		1	2	1	1	3	1		2	2	2	2									1	1	76	7		1152.05269650696
5007097	590	1	1	1	1	22-09-2016 00:00:00	2	1	4	1		1	4	1	1	3	1		2	2	2	2							1			1	76	7		2029.94052957742
5007098	590	1	1	1	1	22-09-2016 00:00:00	2	1	6	3		1	2	1	1	3	1		2	2	2	2									1	1	76	7		1654.99726473227
5007099	590	1	1	1	1	22-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2		1								1	76	7		2119.37577172042
5007100	590	1	1	1	1	23-09-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		2	2	2	2								1		1	76	7		1761.23833604222
5007101	590	1	1	1	1	23-09-2016 00:00:00	1	1	6	4		1	2	1	1	3	1		2	2	2	2									1	1	76	7		2148.38491250659
5007102	590	1	1	1	1	23-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2			1				1			1	76	7		1750.09330651174
5007103	590	1	1	1	1	24-09-2016 00:00:00	2	1	4	1		1	4	1	1	3	1		2	2	2	2		1			1					1	76	7		1783.24670569026
5007104	590	1	1	1	1	24-09-2016 00:00:00	2	1	4	1		1	4	1	1	3	1		2	2	2	2		1				1				1	76	7		1604.25219763576
5007105	590	1	1	1	1	24-09-2016 00:00:00	2	1	4	1		1	4	1	1	3	1		2	2	2	2		1				1	1			1	76	7		1604.25219763576
5007106	590	1	1	1	1	24-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2								1		1	76	7		1772.94754733605
5007107	590	1	1	1	1	26-09-2016 00:00:00	2	1	4	3		1	3	1	1	3	1		2	2	2	2								1		1	76	7		2190.47144719568
5007108	590	1	1	1	1	26-09-2016 00:00:00	2	1	4	3		1	4	1	1	2	1		2	2	2	2									1	1	76	7		2029.94052957742
5007109	590	1	1	1	1	26-09-2016 00:00:00	2	1	4	1		1	4	1	1	3	1		2	2	2	2									1	1	76	7		1716.05145685966
5007110	590	1	1	1	1	27-09-2016 00:00:00	2	1	4	1		1	4	1	1	3	1		2	2	2	2									1	1	76	7		1783.24670569026
5007111	590	1	1	1	1	27-09-2016 00:00:00	2	1	4	3		1	4	1	1	3	1		2	2	2	2									1	1	76	7		2099.88231642449
5007112	590	1	1	1	1	28-09-2016 00:00:00	2	1	4	3		1	2	1	1	3	1		2	2	2	2			1				1			1	76	7		2279.38089148104
5007113	590	1	1	1	1	28-09-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2									1	2	76	7		2101.27966999669
5007114	590	1	1	1	1	28-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2		1	1	1	1	1	1			1	76	7		1716.05145685966
5007115	590	1	1	1	1	28-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2		1	1		1	1				1	76	7		1716.05145685966
5007116	590	1	1	1	1	28-09-2016 00:00:00	1	1	4	2		1	3	1	1	3	1		2	2	2	2		1	1	1		1	1	1		1	76	7		1430.13512535355
5007117	590	1	1	1	1	01-10-2016 00:00:00	2	1	4	3		1	2	1	1	3	1		2	2	2	2		1	1			1	1	1		2	76	7		2033.45633039554
5007118	590	1	1	1	1	01-10-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2			1							1	76	7		2752.64699318887
5007119	590	1	1	1	1	06-09-2016 00:00:00	2	1	4	3		1	2	1	1	3	1		2	2	2	2									1	1	76	7		127.183436673823
5007120	590	1	1	1	1	06-09-2016 00:00:00	1	1	4	2		1	2	1	1	3	1		2	2	2	2					1		1	1		1	76	7		187.505354468818
5007121	590	1	1	1	2	06-09-2016 00:00:00	1	1	4	1		1	3	1	1	3	1		1	2	2	2			1					1		1	76	7		60.4989561093601
5007122	590	1	1	1	1	06-09-2016 00:00:00	2	1	4	3		1	2	1	1	3	1		2	2	2	2									1	1	76	7		203.400170017757
5007123	590	1	1	1	1	06-09-2016 00:00:00	3	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	76	7		189.197345796148
5007124	590	1	1	1	2	07-09-2016 00:00:00	1	1	4	3		1	3	1	1	3	1		2	2	2	2		1	1		1		1	1		1	76	7		117.51539332507
5007125	590	1	1	1	1	07-09-2016 00:00:00	1	1	4	2		1	2	1	1	3	1		2	2	2	2		1	1				1	1		1	76	7		236.306445198531
5007126	590	1	1	1	2	07-09-2016 00:00:00	1	1	4	3		1	3	1	1	3	1		2	2	2	2			1				1	1		1	76	7		92.3508327001044
5007129	590	1	1	1	2	08-09-2016 00:00:00	1	1	4	3		1	3	1	1	3	1		2	2	2	2			1		1		1	1		1	76	7		166.75979870516
5007130	590	1	1	1	2	08-09-2016 00:00:00	1	1	4	2		1	2	1	1	2	1		2	2	2	2									1	1	76	7		126.966759115454
5007131	590	1	1	1	2	08-09-2016 00:00:00	1	1	4	3		1	3	1	1	3	1		2	2	2	2							1	1		1	76	7		115.2247085856
5007133	590	1	1	1	1	09-09-2016 00:00:00	3	1	4	2		1	2	1	1	2	1		2	2	2	2									1	1	76	7		213.797586264495
5007134	590	1	1	1	1	09-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	76	7		227.816469531941
